CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,San Ramon,06,68378
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,South San Francisco,06,73262
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Walnut Creek,06,83346
41900,"San Germ�n, PR",Metropolitan Statistical Area,San Germ�n,72,76167
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Cupertino,06,17610
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Milpitas,06,47766
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Mountain View,06,49670
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Palo Alto,06,55282
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,San Jose,06,68000
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Santa Clara,06,69084
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Sunnyvale,06,77000
41980,"San Juan-Bayam�n-Caguas, PR",Metropolitan Statistical Area,Bayam�n,72,06593
41980,"San Juan-Bayam�n-Caguas, PR",Metropolitan Statistical Area,Caguas,72,10334
41980,"San Juan-Bayam�n-Caguas, PR",Metropolitan Statistical Area,Guaynabo,72,32522
41980,"San Juan-Bayam�n-Caguas, PR",Metropolitan Statistical Area,San Juan,72,76770
42020,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,El Paso de Robles (Paso Robles),06,22300
42020,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,San Luis Obispo,06,68154
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Santa Cruz,06,69112
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Watsonville,06,83668
42140,"Santa Fe, NM",Metropolitan Statistical Area,Santa Fe,35,70500
42180,"Santa Isabel, PR",Micropolitan Statistical Area,Santa Isabel,72,78145
42200,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,Santa Barbara,06,69070
42200,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,Santa Maria,06,69196
42220,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,Petaluma,06,56784
42220,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,Santa Rosa,06,70098
42300,"Sault Ste. Marie, MI",Micropolitan Statistical Area,Sault Ste. Marie,26,71740
42340,"Savannah, GA",Metropolitan Statistical Area,Savannah,13,69000
42380,"Sayre, PA",Micropolitan Statistical Area,Sayre,42,68096
42420,"Scottsbluff, NE",Micropolitan Statistical Area,Scottsbluff,31,44245
42460,"Scottsboro, AL",Micropolitan Statistical Area,Scottsboro,01,68736
42500,"Scottsburg, IN",Micropolitan Statistical Area,Scottsburg,18,68526
42540,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,Scranton,42,69000
42540,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,Wilkes-Barre,42,85152
42620,"Searcy, AR",Micropolitan Statistical Area,Searcy,05,63020
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Auburn,53,03180
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Bellevue,53,05210
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Everett,53,22640
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Kent,53,35415
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Lakewood,53,38038
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Redmond,53,57535
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Renton,53,57745
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Seattle,53,63000
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Tacoma,53,70000
42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Sebastian,12,64825
42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Vero Beach,12,74150
42700,"Sebring-Avon Park, FL",Metropolitan Statistical Area,Avon Park,12,02750
42700,"Sebring-Avon Park, FL",Metropolitan Statistical Area,Sebring,12,64875
42740,"Sedalia, MO",Micropolitan Statistical Area,Sedalia,29,66440
42780,"Selinsgrove, PA",Micropolitan Statistical Area,Selinsgrove,42,69216
42820,"Selma, AL",Micropolitan Statistical Area,Selma,01,69120
42860,"Seneca, SC",Micropolitan Statistical Area,Seneca,45,65095
42900,"Seneca Falls, NY",Micropolitan Statistical Area,Seneca Falls,36,66322
42940,"Sevierville, TN",Micropolitan Statistical Area,Sevierville,47,67120
42980,"Seymour, IN",Micropolitan Statistical Area,Seymour,18,68832
43020,"Shawano, WI",Micropolitan Statistical Area,Shawano,55,72925
43060,"Shawnee, OK",Micropolitan Statistical Area,Shawnee,40,66800
43100,"Sheboygan, WI",Metropolitan Statistical Area,Sheboygan,55,72975
43140,"Shelby, NC",Micropolitan Statistical Area,Shelby,37,61200
43180,"Shelbyville, TN",Micropolitan Statistical Area,Shelbyville,47,67760
43220,"Shelton, WA",Micropolitan Statistical Area,Shelton,53,63735
43260,"Sheridan, WY",Micropolitan Statistical Area,Sheridan,56,69845
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Denison,48,19900
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Sherman,48,67496
43320,"Show Low, AZ",Micropolitan Statistical Area,Show Low,04,66470
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Bossier City,22,08920
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Shreveport,22,70000
43380,"Sidney, OH",Micropolitan Statistical Area,Sidney,39,72424
43420,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,Douglas,04,20050
43420,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,Sierra Vista,04,66820
43460,"Sikeston, MO",Micropolitan Statistical Area,Sikeston,29,67790
43500,"Silver City, NM",Micropolitan Statistical Area,Silver City,35,73260
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Sioux City,19,73335
43620,"Sioux Falls, SD",Metropolitan Statistical Area,Sioux Falls,46,59020
43660,"Snyder, TX",Micropolitan Statistical Area,Snyder,48,68624
43700,"Somerset, KY",Micropolitan Statistical Area,Somerset,21,71688
43740,"Somerset, PA",Micropolitan Statistical Area,Somerset,42,71776
43760,"Sonora, CA",Micropolitan Statistical Area,Sonora,06,72674
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,Mishawaka,18,49932
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,South Bend,18,71000
43900,"Spartanburg, SC",Metropolitan Statistical Area,Spartanburg,45,68290
43940,"Spearfish, SD",Micropolitan Statistical Area,Spearfish,46,60020
43980,"Spencer, IA",Micropolitan Statistical Area,Spencer,19,74280
44020,"Spirit Lake, IA",Micropolitan Statistical Area,Spirit Lake,19,74415
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Spokane,53,67000
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Spokane Valley,53,67167
44100,"Springfield, IL",Metropolitan Statistical Area,Springfield,17,72000
44140,"Springfield, MA",Metropolitan Statistical Area,Springfield,25,67000
44180,"Springfield, MO",Metropolitan Statistical Area,Springfield,29,70000
44220,"Springfield, OH",Metropolitan Statistical Area,Springfield,39,74118
44260,"Starkville, MS",Micropolitan Statistical Area,Starkville,28,70240
44300,"State College, PA",Metropolitan Statistical Area,State College,42,73808
44340,"Statesboro, GA",Micropolitan Statistical Area,Statesboro,13,73256
44420,"Staunton, VA",Metropolitan Statistical Area,Staunton,51,75216
44460,"Steamboat Springs, CO",Micropolitan Statistical Area,Steamboat Springs,08,73825
44500,"Stephenville, TX",Micropolitan Statistical Area,Stephenville,48,70208
44540,"Sterling, CO",Micropolitan Statistical Area,Sterling,08,73935
44580,"Sterling, IL",Micropolitan Statistical Area,Sterling,17,72546
44620,"Stevens Point, WI",Micropolitan Statistical Area,Stevens Point,55,77200
44660,"Stillwater, OK",Micropolitan Statistical Area,Stillwater,40,70300
44700,"Stockton, CA",Metropolitan Statistical Area,Stockton,06,75000
44740,"Storm Lake, IA",Micropolitan Statistical Area,Storm Lake,19,75630
44780,"Sturgis, MI",Micropolitan Statistical Area,Sturgis,26,76960
44860,"Sulphur Springs, TX",Micropolitan Statistical Area,Sulphur Springs,48,70904
44900,"Summerville, GA",Micropolitan Statistical Area,Summerville,13,74376
44940,"Sumter, SC",Metropolitan Statistical Area,Sumter,45,70405
44980,"Sunbury, PA",Micropolitan Statistical Area,Sunbury,42,75304
45000,"Susanville, CA",Micropolitan Statistical Area,Susanville,06,77364
45020,"Sweetwater, TX",Micropolitan Statistical Area,Sweetwater,48,71540
45060,"Syracuse, NY",Metropolitan Statistical Area,Syracuse,36,73000
45140,"Tahlequah, OK",Micropolitan Statistical Area,Tahlequah,40,72100
45180,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,Sylacauga,01,74352
45180,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,Talladega,01,74592
45220,"Tallahassee, FL",Metropolitan Statistical Area,Tallahassee,12,70600
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Clearwater,12,12875
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Largo,12,39425
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Pinellas Park,12,56975
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,St. Petersburg,12,63000
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Tampa,12,71000
45340,"Taos, NM",Micropolitan Statistical Area,Taos,35,76200
45380,"Taylorville, IL",Micropolitan Statistical Area,Taylorville,17,74574
45460,"Terre Haute, IN",Metropolitan Statistical Area,Terre Haute,18,75428
45500,"Texarkana, TX-AR",Metropolitan Statistical Area,Texarkana,48,72368
45520,"The Dalles, OR",Micropolitan Statistical Area,The Dalles,41,72950
45540,"The Villages, FL",Metropolitan Statistical Area,The Villages,12,71625
45580,"Thomaston, GA",Micropolitan Statistical Area,Thomaston,13,76168
45620,"Thomasville, GA",Micropolitan Statistical Area,Thomasville,13,76224
45660,"Tiffin, OH",Micropolitan Statistical Area,Tiffin,39,76778
45700,"Tifton, GA",Micropolitan Statistical Area,Tifton,13,76476
45740,"Toccoa, GA",Micropolitan Statistical Area,Toccoa,13,76756
45780,"Toledo, OH",Metropolitan Statistical Area,Toledo,39,77000
45820,"Topeka, KS",Metropolitan Statistical Area,Topeka,20,71000
45860,"Torrington, CT",Micropolitan Statistical Area,Torrington,09,76500
45900,"Traverse City, MI",Micropolitan Statistical Area,Traverse City,26,80340
45940,"Trenton-Princeton, NJ",Metropolitan Statistical Area,Princeton,34,60900
45940,"Trenton-Princeton, NJ",Metropolitan Statistical Area,Trenton,34,74000
45980,"Troy, AL",Micropolitan Statistical Area,Troy,01,76920
46020,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,Grass Valley,06,30798
46020,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,Truckee,06,80588
46060,"Tucson, AZ",Metropolitan Statistical Area,Tucson,04,77000
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Manchester,47,45500
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Tullahoma,47,75320
46140,"Tulsa, OK",Metropolitan Statistical Area,Tulsa,40,75000
46180,"Tupelo, MS",Micropolitan Statistical Area,Tupelo,28,74840
46220,"Tuscaloosa, AL",Metropolitan Statistical Area,Tuscaloosa,01,77256
46300,"Twin Falls, ID",Metropolitan Statistical Area,Twin Falls,16,82810
46340,"Tyler, TX",Metropolitan Statistical Area,Tyler,48,74144
46380,"Ukiah, CA",Micropolitan Statistical Area,Ukiah,06,81134
46420,"Union, SC",Micropolitan Statistical Area,Union,45,73105
46460,"Union City, TN",Micropolitan Statistical Area,Union City,47,75940
46500,"Urbana, OH",Micropolitan Statistical Area,Urbana,39,79072
46520,"Urban Honolulu, HI",Metropolitan Statistical Area,Urban Honolulu,15,71550
46540,"Utica-Rome, NY",Metropolitan Statistical Area,Rome,36,63418
46540,"Utica-Rome, NY",Metropolitan Statistical Area,Utica,36,76540
46620,"Uvalde, TX",Micropolitan Statistical Area,Uvalde,48,74588
46660,"Valdosta, GA",Metropolitan Statistical Area,Valdosta,13,78800
46700,"Vallejo, CA",Metropolitan Statistical Area,Vallejo,06,81666
46780,"Van Wert, OH",Micropolitan Statistical Area,Van Wert,39,79562
46820,"Vermillion, SD",Micropolitan Statistical Area,Vermillion,46,66700
46860,"Vernal, UT",Micropolitan Statistical Area,Vernal,49,80090
46900,"Vernon, TX",Micropolitan Statistical Area,Vernon,48,75308
46980,"Vicksburg, MS",Micropolitan Statistical Area,Vicksburg,28,76720
47020,"Victoria, TX",Metropolitan Statistical Area,Victoria,48,75428
47080,"Vidalia, GA",Micropolitan Statistical Area,Vidalia,13,79388
47180,"Vincennes, IN",Micropolitan Statistical Area,Vincennes,18,79208
47220,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,Bridgeton,34,07600
47220,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,Vineland,34,76070
47240,"Vineyard Haven, MA",Micropolitan Statistical Area,Vineyard Haven,25,71970
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Hampton,51,35000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Newport News,51,56000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Norfolk,51,57000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Portsmouth,51,64000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia Beach,51,82000
47300,"Visalia, CA",Metropolitan Statistical Area,Visalia,06,82954
47340,"Wabash, IN",Micropolitan Statistical Area,Wabash,18,79370
47380,"Waco, TX",Metropolitan Statistical Area,Waco,48,76000
47420,"Wahpeton, ND-MN",Micropolitan Statistical Area,Wahpeton,38,82660
47460,"Walla Walla, WA",Metropolitan Statistical Area,Walla Walla,53,75775
47540,"Wapakoneta, OH",Micropolitan Statistical Area,Wapakoneta,39,80766
47580,"Warner Robins, GA",Metropolitan Statistical Area,Warner Robins,13,80508
47620,"Warren, PA",Micropolitan Statistical Area,Warren,42,81000
47660,"Warrensburg, MO",Micropolitan Statistical Area,Warrensburg,29,77092
47700,"Warsaw, IN",Micropolitan Statistical Area,Warsaw,18,80306
47780,"Washington, IN",Micropolitan Statistical Area,Washington,18,80504
47820,"Washington, NC",Micropolitan Statistical Area,Washington,37,71220
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Washington,11,50000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Bethesda,24,07125
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Frederick,24,30325
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Gaithersburg,24,31175
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Rockville,24,67675
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Alexandria,51,01000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Arlington,51,03000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Reston,51,66672
47920,"Washington Court House, OH",Micropolitan Statistical Area,Washington Court House,39,81718
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Cedar Falls,19,11755
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Waterloo,19,82425
47980,"Watertown, SD",Micropolitan Statistical Area,Watertown,46,69300
48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Fort Atkinson,55,26675
48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Watertown,55,83975
48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,Fort Drum,36,26759
48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,Watertown,36,78608
48100,"Wauchula, FL",Micropolitan Statistical Area,Wauchula,12,75375
48140,"Wausau-Weston, WI",Metropolitan Statistical Area,Wausau,55,84475
48140,"Wausau-Weston, WI",Metropolitan Statistical Area,Weston,55,86025
48180,"Waycross, GA",Micropolitan Statistical Area,Waycross,13,80956
48220,"Weatherford, OK",Micropolitan Statistical Area,Weatherford,40,79450
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Steubenville,39,74608
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Weirton,54,85156
48300,"Wenatchee, WA",Metropolitan Statistical Area,Wenatchee,53,77105
48460,"West Plains, MO",Micropolitan Statistical Area,West Plains,29,78928
48500,"West Point, MS",Micropolitan Statistical Area,West Point,28,79120
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,Wheeling,54,86452
48580,"Whitewater, WI",Micropolitan Statistical Area,Whitewater,55,86925
48620,"Wichita, KS",Metropolitan Statistical Area,Wichita,20,79000
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Wichita Falls,48,79000
48700,"Williamsport, PA",Metropolitan Statistical Area,Williamsport,42,85312
48780,"Williston, ND",Micropolitan Statistical Area,Williston,38,86220
48820,"Willmar, MN",Micropolitan Statistical Area,Willmar,27,70420
48900,"Wilmington, NC",Metropolitan Statistical Area,Wilmington,37,74440
48940,"Wilmington, OH",Micropolitan Statistical Area,Wilmington,39,85792
48980,"Wilson, NC",Micropolitan Statistical Area,Wilson,37,74540
49020,"Winchester, VA-WV",Metropolitan Statistical Area,Winchester,51,86720
49060,"Winfield, KS",Micropolitan Statistical Area,Winfield,20,79950
49080,"Winnemucca, NV",Micropolitan Statistical Area,Winnemucca,32,84800
49100,"Winona, MN",Micropolitan Statistical Area,Winona,27,71032
49180,"Winston-Salem, NC",Metropolitan Statistical Area,Winston-Salem,37,75000
49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,Marshfield,55,49675
49220,"Wisconsin Rapids-Marshfield, WI",Micropolitan Statistical Area,Wisconsin Rapids,55,88200
49260,"Woodward, OK",Micropolitan Statistical Area,Woodward,40,82150
49300,"Wooster, OH",Micropolitan Statistical Area,Wooster,39,86548
49340,"Worcester, MA-CT",Metropolitan Statistical Area,Worcester,25,82000
49380,"Worthington, MN",Micropolitan Statistical Area,Worthington,27,71734
49420,"Yakima, WA",Metropolitan Statistical Area,Yakima,53,80010
49460,"Yankton, SD",Micropolitan Statistical Area,Yankton,46,73060
49500,"Yauco, PR",Metropolitan Statistical Area,Yauco,72,88035
49620,"York-Hanover, PA",Metropolitan Statistical Area,Hanover,42,32448
49620,"York-Hanover, PA",Metropolitan Statistical Area,York,42,87048
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Boardman,39,07454
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Warren,39,80892
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Youngstown,39,88000
49700,"Yuba City, CA",Metropolitan Statistical Area,Yuba City,06,86972
49740,"Yuma, AZ",Metropolitan Statistical Area,Yuma,04,85540
49780,"Zanesville, OH",Micropolitan Statistical Area,Zanesville,39,88084
49820,"Zapata, TX",Micropolitan Statistical Area,Zapata,48,80716
