CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code
20700,"East Stroudsburg, PA",Metropolitan Statistical Area,East Stroudsburg,42,21872
20740,"Eau Claire, WI",Metropolitan Statistical Area,Eau Claire,55,22300
20780,"Edwards, CO",Micropolitan Statistical Area,Edwards,08,23300
20820,"Effingham, IL",Micropolitan Statistical Area,Effingham,17,22736
20900,"El Campo, TX",Micropolitan Statistical Area,El Campo,48,22864
20940,"El Centro, CA",Metropolitan Statistical Area,El Centro,06,21782
20980,"El Dorado, AR",Micropolitan Statistical Area,El Dorado,05,21070
21020,"Elizabeth City, NC",Micropolitan Statistical Area,Elizabeth City,37,20580
21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Elizabethtown,21,24274
21060,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Fort Knox,21,28540
21120,"Elk City, OK",Micropolitan Statistical Area,Elk City,40,23500
21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,Elkhart,18,20728
21140,"Elkhart-Goshen, IN",Metropolitan Statistical Area,Goshen,18,28386
21180,"Elkins, WV",Micropolitan Statistical Area,Elkins,54,24580
21220,"Elko, NV",Micropolitan Statistical Area,Elko,32,22500
21260,"Ellensburg, WA",Micropolitan Statistical Area,Ellensburg,53,21240
21300,"Elmira, NY",Metropolitan Statistical Area,Elmira,36,24229
21340,"El Paso, TX",Metropolitan Statistical Area,El Paso,48,24000
21380,"Emporia, KS",Micropolitan Statistical Area,Emporia,20,21275
21420,"Enid, OK",Metropolitan Statistical Area,Enid,40,23950
21460,"Enterprise, AL",Micropolitan Statistical Area,Enterprise,01,24184
21500,"Erie, PA",Metropolitan Statistical Area,Erie,42,24000
21540,"Escanaba, MI",Micropolitan Statistical Area,Escanaba,26,26360
21580,"Espa�ola, NM",Micropolitan Statistical Area,Espa�ola,35,25170
21640,"Eufaula, AL-GA",Micropolitan Statistical Area,Eufaula,01,24568
21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,Eugene,41,23850
21660,"Eugene-Springfield, OR",Metropolitan Statistical Area,Springfield,41,69600
21700,"Eureka-Arcata, CA",Micropolitan Statistical Area,Arcata,06,02476
21700,"Eureka-Arcata, CA",Micropolitan Statistical Area,Eureka,06,23042
21740,"Evanston, WY",Micropolitan Statistical Area,Evanston,56,25620
21780,"Evansville, IN-KY",Metropolitan Statistical Area,Evansville,18,22000
21820,"Fairbanks, AK",Metropolitan Statistical Area,Fairbanks,02,24230
21840,"Fairfield, IA",Micropolitan Statistical Area,Fairfield,19,26445
21860,"Fairmont, MN",Micropolitan Statistical Area,Fairmont,27,20330
21900,"Fairmont, WV",Micropolitan Statistical Area,Fairmont,54,26452
21980,"Fallon, NV",Micropolitan Statistical Area,Fallon,32,24100
22020,"Fargo, ND-MN",Metropolitan Statistical Area,Fargo,38,25700
22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,Faribault,27,20546
22060,"Faribault-Northfield, MN",Micropolitan Statistical Area,Northfield,27,46924
22100,"Farmington, MO",Micropolitan Statistical Area,Farmington,29,23752
22140,"Farmington, NM",Metropolitan Statistical Area,Farmington,35,25800
22180,"Fayetteville, NC",Metropolitan Statistical Area,Fayetteville,37,22920
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Bentonville,05,05320
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Fayetteville,05,23290
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Rogers,05,60410
22220,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,Springdale,05,66080
22260,"Fergus Falls, MN",Micropolitan Statistical Area,Fergus Falls,27,20906
22280,"Fernley, NV",Micropolitan Statistical Area,Fernley,32,24900
22300,"Findlay, OH",Micropolitan Statistical Area,Findlay,39,27048
22340,"Fitzgerald, GA",Micropolitan Statistical Area,Fitzgerald,13,29528
22380,"Flagstaff, AZ",Metropolitan Statistical Area,Flagstaff,04,23620
22420,"Flint, MI",Metropolitan Statistical Area,Flint,26,29000
22500,"Florence, SC",Metropolitan Statistical Area,Florence,45,25810
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,Florence,01,26896
22520,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,Muscle Shoals,01,53016
22540,"Fond du Lac, WI",Metropolitan Statistical Area,Fond du Lac,55,26275
22580,"Forest City, NC",Micropolitan Statistical Area,Forest City,37,24080
22620,"Forrest City, AR",Micropolitan Statistical Area,Forrest City,05,24430
22660,"Fort Collins, CO",Metropolitan Statistical Area,Fort Collins,08,27425
22700,"Fort Dodge, IA",Micropolitan Statistical Area,Fort Dodge,19,28515
22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area,Fort Leonard Wood,29,25264
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Fort Madison,19,28605
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Keokuk,19,40845
22820,"Fort Morgan, CO",Micropolitan Statistical Area,Fort Morgan,08,27810
22840,"Fort Payne, AL",Micropolitan Statistical Area,Fort Payne,01,27616
22860,"Fort Polk South, LA",Micropolitan Statistical Area,Fort Polk South,22,26757
22900,"Fort Smith, AR-OK",Metropolitan Statistical Area,Fort Smith,05,24550
23060,"Fort Wayne, IN",Metropolitan Statistical Area,Fort Wayne,18,25000
23140,"Frankfort, IN",Micropolitan Statistical Area,Frankfort,18,25324
23180,"Frankfort, KY",Micropolitan Statistical Area,Frankfort,21,28900
23240,"Fredericksburg, TX",Micropolitan Statistical Area,Fredericksburg,48,27348
23300,"Freeport, IL",Micropolitan Statistical Area,Freeport,17,27884
23340,"Fremont, NE",Micropolitan Statistical Area,Fremont,31,17670
23380,"Fremont, OH",Micropolitan Statistical Area,Fremont,39,28826
23420,"Fresno, CA",Metropolitan Statistical Area,Fresno,06,27000
23460,"Gadsden, AL",Metropolitan Statistical Area,Gadsden,01,28696
23500,"Gaffney, SC",Micropolitan Statistical Area,Gaffney,45,28060
23540,"Gainesville, FL",Metropolitan Statistical Area,Gainesville,12,25175
23580,"Gainesville, GA",Metropolitan Statistical Area,Gainesville,13,31908
23620,"Gainesville, TX",Micropolitan Statistical Area,Gainesville,48,27984
23660,"Galesburg, IL",Micropolitan Statistical Area,Galesburg,17,28326
23700,"Gallup, NM",Micropolitan Statistical Area,Gallup,35,28460
23780,"Garden City, KS",Micropolitan Statistical Area,Garden City,20,25325
23820,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,Gardnerville Ranchos,32,26500
23860,"Georgetown, SC",Micropolitan Statistical Area,Georgetown,45,28870
23900,"Gettysburg, PA",Metropolitan Statistical Area,Gettysburg,42,28960
23940,"Gillette, WY",Micropolitan Statistical Area,Gillette,56,31855
23980,"Glasgow, KY",Micropolitan Statistical Area,Glasgow,21,31114
24020,"Glens Falls, NY",Metropolitan Statistical Area,Glens Falls,36,29333
24060,"Glenwood Springs, CO",Micropolitan Statistical Area,Glenwood Springs,08,30780
24100,"Gloversville, NY",Micropolitan Statistical Area,Gloversville,36,29443
24140,"Goldsboro, NC",Metropolitan Statistical Area,Goldsboro,37,26880
24180,"Granbury, TX",Micropolitan Statistical Area,Granbury,48,30416
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,Grand Forks,38,32060
24260,"Grand Island, NE",Metropolitan Statistical Area,Grand Island,31,19595
24300,"Grand Junction, CO",Metropolitan Statistical Area,Grand Junction,08,31660
24330,"Grand Rapids, MN",Micropolitan Statistical Area,Grand Rapids,27,25118
24340,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area,Grand Rapids,26,34000
24340,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area,Kentwood,26,42820
24380,"Grants, NM",Micropolitan Statistical Area,Grants,35,30490
24420,"Grants Pass, OR",Metropolitan Statistical Area,Grants Pass,41,30550
24460,"Great Bend, KS",Micropolitan Statistical Area,Great Bend,20,28300
24500,"Great Falls, MT",Metropolitan Statistical Area,Great Falls,30,32800
24540,"Greeley, CO",Metropolitan Statistical Area,Greeley,08,32155
24580,"Green Bay, WI",Metropolitan Statistical Area,Green Bay,55,31000
24620,"Greeneville, TN",Micropolitan Statistical Area,Greeneville,47,30980
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,Greensboro,37,28000
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,High Point,37,31400
24700,"Greensburg, IN",Micropolitan Statistical Area,Greensburg,18,29718
24740,"Greenville, MS",Micropolitan Statistical Area,Greenville,28,29180
24780,"Greenville, NC",Metropolitan Statistical Area,Greenville,37,28080
24820,"Greenville, OH",Micropolitan Statistical Area,Greenville,39,32340
24860,"Greenville-Anderson, SC",Metropolitan Statistical Area,Anderson,45,01360
24860,"Greenville-Anderson, SC",Metropolitan Statistical Area,Greenville,45,30850
24900,"Greenwood, MS",Micropolitan Statistical Area,Greenwood,28,29340
24940,"Greenwood, SC",Micropolitan Statistical Area,Greenwood,45,30895
24980,"Grenada, MS",Micropolitan Statistical Area,Grenada,28,29460
25020,"Guayama, PR",Metropolitan Statistical Area,Guayama,72,32221
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,Biloxi,28,06220
25060,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,Gulfport,28,29700
25100,"Guymon, OK",Micropolitan Statistical Area,Guymon,40,31750
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Hagerstown,24,36075
25180,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Martinsburg,54,52060
25200,"Hailey, ID",Micropolitan Statistical Area,Hailey,16,34390
25220,"Hammond, LA",Metropolitan Statistical Area,Hammond,22,32755
25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,Corcoran,06,16224
25260,"Hanford-Corcoran, CA",Metropolitan Statistical Area,Hanford,06,31960
25300,"Hannibal, MO",Micropolitan Statistical Area,Hannibal,29,30214
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Carlisle,42,11272
25420,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,Harrisburg,42,32800
25460,"Harrison, AR",Micropolitan Statistical Area,Harrison,05,30460
25500,"Harrisonburg, VA",Metropolitan Statistical Area,Harrisonburg,51,35624
25540,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,East Hartford,09,22700
25540,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,Hartford,09,37000
25540,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,Middletown,09,47290
25580,"Hastings, NE",Micropolitan Statistical Area,Hastings,31,21415
25620,"Hattiesburg, MS",Metropolitan Statistical Area,Hattiesburg,28,31020
25700,"Hays, KS",Micropolitan Statistical Area,Hays,20,31100
25720,"Heber, UT",Micropolitan Statistical Area,Heber,49,34200
25740,"Helena, MT",Micropolitan Statistical Area,Helena,30,35600
25760,"Helena-West Helena, AR",Micropolitan Statistical Area,Helena-West Helena,05,31190
25780,"Henderson, NC",Micropolitan Statistical Area,Henderson,37,30660
25820,"Hereford, TX",Micropolitan Statistical Area,Hereford,48,33320
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Hermiston,41,33700
25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area,Pendleton,41,57150
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Hickory,37,31060
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Lenoir,37,37760
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,Morganton,37,44400
25880,"Hillsdale, MI",Micropolitan Statistical Area,Hillsdale,26,38460
25900,"Hilo, HI",Micropolitan Statistical Area,Hilo,15,14650
25940,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,Bluffton,45,07210
25940,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,Hilton Head Island,45,34045
25980,"Hinesville, GA",Metropolitan Statistical Area,Hinesville,13,38964
26020,"Hobbs, NM",Micropolitan Statistical Area,Hobbs,35,32520
26090,"Holland, MI",Micropolitan Statistical Area,Holland,26,38640
26140,"Homosassa Springs, FL",Metropolitan Statistical Area,Homosassa Springs,12,32400
26220,"Hood River, OR",Micropolitan Statistical Area,Hood River,41,34900
26260,"Hope, AR",Micropolitan Statistical Area,Hope,05,33190
26300,"Hot Springs, AR",Metropolitan Statistical Area,Hot Springs,05,33400
26340,"Houghton, MI",Micropolitan Statistical Area,Houghton,26,39360
26380,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Houma,22,36255
26380,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Thibodaux,22,75425
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Baytown,48,06128
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Conroe,48,16432
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Galveston,48,28068
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Houston,48,35000
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,Sugar Land,48,70808
26420,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,The Woodlands,48,72656
26460,"Hudson, NY",Micropolitan Statistical Area,Hudson,36,35969
26500,"Huntingdon, PA",Micropolitan Statistical Area,Huntingdon,42,36368
26540,"Huntington, IN",Micropolitan Statistical Area,Huntington,18,35302
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Ashland,21,02368
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Huntington,54,39460
26620,"Huntsville, AL",Metropolitan Statistical Area,Huntsville,01,37000
26660,"Huntsville, TX",Micropolitan Statistical Area,Huntsville,48,35528
26700,"Huron, SD",Micropolitan Statistical Area,Huron,46,31060
26740,"Hutchinson, KS",Micropolitan Statistical Area,Hutchinson,20,33625
26780,"Hutchinson, MN",Micropolitan Statistical Area,Hutchinson,27,30644
26820,"Idaho Falls, ID",Metropolitan Statistical Area,Idaho Falls,16,39700
26860,"Indiana, PA",Micropolitan Statistical Area,Indiana,42,36816
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Anderson,18,01468
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Carmel,18,10342
26900,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,Indianapolis city (balance),18,36003
26940,"Indianola, MS",Micropolitan Statistical Area,Indianola,28,34740
26980,"Iowa City, IA",Metropolitan Statistical Area,Iowa City,19,38595
27020,"Iron Mountain, MI-WI",Micropolitan Statistical Area,Iron Mountain,26,40960
27060,"Ithaca, NY",Metropolitan Statistical Area,Ithaca,36,38077
27100,"Jackson, MI",Metropolitan Statistical Area,Jackson,26,41420
27140,"Jackson, MS",Metropolitan Statistical Area,Jackson,28,36000
27160,"Jackson, OH",Micropolitan Statistical Area,Jackson,39,37842
27180,"Jackson, TN",Metropolitan Statistical Area,Jackson,47,37640
27220,"Jackson, WY-ID",Micropolitan Statistical Area,Jackson,56,40120
27260,"Jacksonville, FL",Metropolitan Statistical Area,Jacksonville,12,35000
27300,"Jacksonville, IL",Micropolitan Statistical Area,Jacksonville,17,38115
27340,"Jacksonville, NC",Metropolitan Statistical Area,Jacksonville,37,34200
27380,"Jacksonville, TX",Micropolitan Statistical Area,Jacksonville,48,37216
27420,"Jamestown, ND",Micropolitan Statistical Area,Jamestown,38,40580
27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,Dunkirk,36,21105
27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,Fredonia,36,27419
27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,Jamestown,36,38264
27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,Beloit,55,06500
27500,"Janesville-Beloit, WI",Metropolitan Statistical Area,Janesville,55,37825
27530,"Jasper, AL",Micropolitan Statistical Area,Jasper,01,38416
27540,"Jasper, IN",Micropolitan Statistical Area,Jasper,18,37782
27580,"Jayuya, PR",Micropolitan Statistical Area,Jayuya,72,38370
27600,"Jefferson, GA",Micropolitan Statistical Area,Jefferson,13,41988
27620,"Jefferson City, MO",Metropolitan Statistical Area,Jefferson City,29,37000
27660,"Jennings, LA",Micropolitan Statistical Area,Jennings,22,38355
27700,"Jesup, GA",Micropolitan Statistical Area,Jesup,13,42268
27740,"Johnson City, TN",Metropolitan Statistical Area,Johnson City,47,38320
27780,"Johnstown, PA",Metropolitan Statistical Area,Johnstown,42,38288
27860,"Jonesboro, AR",Metropolitan Statistical Area,Jonesboro,05,35710
27900,"Joplin, MO",Metropolitan Statistical Area,Joplin,29,37592
27940,"Juneau, AK",Micropolitan Statistical Area,Juneau,02,36400
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Kahului,15,22700
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Lahaina,15,42950
27980,"Kahului-Wailuku-Lahaina, HI",Metropolitan Statistical Area,Wailuku,15,77450
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,Kalamazoo,26,42160
28020,"Kalamazoo-Portage, MI",Metropolitan Statistical Area,Portage,26,65560
28060,"Kalispell, MT",Micropolitan Statistical Area,Kalispell,30,40075
28100,"Kankakee, IL",Metropolitan Statistical Area,Kankakee,17,38934
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Kansas City,20,36000
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Lenexa,20,39350
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Overland Park,20,53775
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Kansas City,29,38000
28180,"Kapaa, HI",Micropolitan Statistical Area,Kapaa,15,28850
28260,"Kearney, NE",Micropolitan Statistical Area,Kearney,31,25055
28300,"Keene, NH",Micropolitan Statistical Area,Keene,33,39300
28340,"Kendallville, IN",Micropolitan Statistical Area,Kendallville,18,39402
28380,"Kennett, MO",Micropolitan Statistical Area,Kennett,29,38306
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Kennewick,53,35275
28420,"Kennewick-Richland, WA",Metropolitan Statistical Area,Richland,53,58235
28500,"Kerrville, TX",Micropolitan Statistical Area,Kerrville,48,39040
28540,"Ketchikan, AK",Micropolitan Statistical Area,Ketchikan,02,38970
28580,"Key West, FL",Micropolitan Statistical Area,Key West,12,36550
28620,"Kill Devil Hills, NC",Micropolitan Statistical Area,Kill Devil Hills,37,35720
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Killeen,48,39148
28660,"Killeen-Temple, TX",Metropolitan Statistical Area,Temple,48,72176
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Bristol,47,08540
28700,"Kingsport-Bristol, TN-VA",Metropolitan Statistical Area,Kingsport,47,39560
28740,"Kingston, NY",Metropolitan Statistical Area,Kingston,36,39727
28780,"Kingsville, TX",Micropolitan Statistical Area,Kingsville,48,39352
28820,"Kinston, NC",Micropolitan Statistical Area,Kinston,37,35920
28860,"Kirksville, MO",Micropolitan Statistical Area,Kirksville,29,39026
28900,"Klamath Falls, OR",Micropolitan Statistical Area,Klamath Falls,41,39700
28940,"Knoxville, TN",Metropolitan Statistical Area,Knoxville,47,40000
29020,"Kokomo, IN",Metropolitan Statistical Area,Kokomo,18,40392
29060,"Laconia, NH",Micropolitan Statistical Area,Laconia,33,40180
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,La Crosse,55,40775
29100,"La Crosse-Onalaska, WI-MN",Metropolitan Statistical Area,Onalaska,55,59925
29180,"Lafayette, LA",Metropolitan Statistical Area,Lafayette,22,40735
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,Lafayette,18,40788
29200,"Lafayette-West Lafayette, IN",Metropolitan Statistical Area,West Lafayette,18,82862
29260,"La Grande, OR",Micropolitan Statistical Area,La Grande,41,40350
29300,"LaGrange, GA-AL",Micropolitan Statistical Area,LaGrange,13,44340
29340,"Lake Charles, LA",Metropolitan Statistical Area,Lake Charles,22,41155
29380,"Lake City, FL",Micropolitan Statistical Area,Lake City,12,37775
29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,Kingman,04,37620
29420,"Lake Havasu City-Kingman, AZ",Metropolitan Statistical Area,Lake Havasu City,04,39370
29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Lakeland,12,38250
29460,"Lakeland-Winter Haven, FL",Metropolitan Statistical Area,Winter Haven,12,78275
29500,"Lamesa, TX",Micropolitan Statistical Area,Lamesa,48,41164
29540,"Lancaster, PA",Metropolitan Statistical Area,Lancaster,42,41216
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,East Lansing,26,24120
29620,"Lansing-East Lansing, MI",Metropolitan Statistical Area,Lansing,26,46000
29660,"Laramie, WY",Micropolitan Statistical Area,Laramie,56,45050
29700,"Laredo, TX",Metropolitan Statistical Area,Laredo,48,41464
29740,"Las Cruces, NM",Metropolitan Statistical Area,Las Cruces,35,39380
29780,"Las Vegas, NM",Micropolitan Statistical Area,Las Vegas,35,39940
29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,Henderson,32,31900
29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,Las Vegas,32,40000
29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,Paradise,32,54600
29860,"Laurel, MS",Micropolitan Statistical Area,Laurel,28,39640
29900,"Laurinburg, NC",Micropolitan Statistical Area,Laurinburg,37,37220
29940,"Lawrence, KS",Metropolitan Statistical Area,Lawrence,20,38900
29980,"Lawrenceburg, TN",Micropolitan Statistical Area,Lawrenceburg,47,41340
30020,"Lawton, OK",Metropolitan Statistical Area,Lawton,40,41850
30060,"Lebanon, MO",Micropolitan Statistical Area,Lebanon,29,41168
30100,"Lebanon, NH-VT",Micropolitan Statistical Area,Lebanon,33,41300
30140,"Lebanon, PA",Metropolitan Statistical Area,Lebanon,42,42168
30220,"Levelland, TX",Micropolitan Statistical Area,Levelland,48,42448
30260,"Lewisburg, PA",Micropolitan Statistical Area,Lewisburg,42,42976
30280,"Lewisburg, TN",Micropolitan Statistical Area,Lewisburg,47,41860
30300,"Lewiston, ID-WA",Metropolitan Statistical Area,Lewiston,16,46540
30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,Auburn,23,02060
30340,"Lewiston-Auburn, ME",Metropolitan Statistical Area,Lewiston,23,38740
30380,"Lewistown, PA",Micropolitan Statistical Area,Lewistown,42,43000
30420,"Lexington, NE",Micropolitan Statistical Area,Lexington,31,26910
30460,"Lexington-Fayette, KY",Metropolitan Statistical Area,Lexington-Fayette,21,46027
30580,"Liberal, KS",Micropolitan Statistical Area,Liberal,20,39825
30620,"Lima, OH",Metropolitan Statistical Area,Lima,39,43554
30660,"Lincoln, IL",Micropolitan Statistical Area,Lincoln,17,43536
30700,"Lincoln, NE",Metropolitan Statistical Area,Lincoln,31,28000
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Conway,05,15190
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Little Rock,05,41000
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,North Little Rock,05,50450
30820,"Lock Haven, PA",Micropolitan Statistical Area,Lock Haven,42,44128
30860,"Logan, UT-ID",Metropolitan Statistical Area,Logan,49,45860
30900,"Logansport, IN",Micropolitan Statistical Area,Logansport,18,44658
30940,"London, KY",Micropolitan Statistical Area,London,21,47476
30980,"Longview, TX",Metropolitan Statistical Area,Longview,48,43888
31020,"Longview, WA",Metropolitan Statistical Area,Longview,53,40245
31060,"Los Alamos, NM",Micropolitan Statistical Area,Los Alamos,35,42320
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Anaheim,06,02000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Arcadia,06,02462
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Burbank,06,08954
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Carson,06,11530
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Costa Mesa,06,16532
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Fountain Valley,06,25380
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Gardena,06,28168
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Glendale,06,30000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Irvine,06,36770
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Long Beach,06,43000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Los Angeles,06,44000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Newport Beach,06,51182
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Orange,06,53980
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Pasadena,06,56000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Santa Ana,06,69000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Santa Monica,06,70000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Torrance,06,80000
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Tustin,06,80854
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Louisville/Jefferson County metro government (balance),21,48006
31180,"Lubbock, TX",Metropolitan Statistical Area,Lubbock,48,45000
31220,"Ludington, MI",Micropolitan Statistical Area,Ludington,26,49640
31260,"Lufkin, TX",Micropolitan Statistical Area,Lufkin,48,45072
31300,"Lumberton, NC",Micropolitan Statistical Area,Lumberton,37,39700
31340,"Lynchburg, VA",Metropolitan Statistical Area,Lynchburg,51,47672
31380,"Macomb, IL",Micropolitan Statistical Area,Macomb,17,45889
31420,"Macon-Bibb County, GA",Metropolitan Statistical Area,Macon-Bibb County,13,49008
31460,"Madera, CA",Metropolitan Statistical Area,Madera,06,45022
31500,"Madison, IN",Micropolitan Statistical Area,Madison,18,45990
31540,"Madison, WI",Metropolitan Statistical Area,Madison,55,48000
31580,"Madisonville, KY",Micropolitan Statistical Area,Madisonville,21,49368
31620,"Magnolia, AR",Micropolitan Statistical Area,Magnolia,05,43460
31660,"Malone, NY",Micropolitan Statistical Area,Malone,36,44710
31680,"Malvern, AR",Micropolitan Statistical Area,Malvern,05,43610
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,Manchester,33,45140
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,Nashua,33,50260
31740,"Manhattan, KS",Metropolitan Statistical Area,Manhattan,20,44250
31820,"Manitowoc, WI",Micropolitan Statistical Area,Manitowoc,55,48500
31860,"Mankato, MN",Metropolitan Statistical Area,Mankato,27,39878
31900,"Mansfield, OH",Metropolitan Statistical Area,Mansfield,39,47138
31930,"Marietta, OH",Micropolitan Statistical Area,Marietta,39,47628
31940,"Marinette, WI-MI",Micropolitan Statistical Area,Marinette,55,49300
31980,"Marion, IN",Micropolitan Statistical Area,Marion,18,46908
32000,"Marion, NC",Micropolitan Statistical Area,Marion,37,41420
32020,"Marion, OH",Micropolitan Statistical Area,Marion,39,47754
32100,"Marquette, MI",Micropolitan Statistical Area,Marquette,26,51900
32140,"Marshall, MN",Micropolitan Statistical Area,Marshall,27,40688
32180,"Marshall, MO",Micropolitan Statistical Area,Marshall,29,46316
