hpi_type,hpi_flavor,level,placename,place_id,year,quarter,index_nsa
traditional,all-transactions,MSA,"Decatur, AL",19460,2017,3,165.64
traditional,all-transactions,MSA,"Decatur, AL",19460,2017,4,169.03
traditional,all-transactions,MSA,"Decatur, AL",19460,2018,1,164.6
traditional,all-transactions,MSA,"Decatur, AL",19460,2018,2,169.13
traditional,all-transactions,MSA,"Decatur, AL",19460,2018,3,171.52
traditional,all-transactions,MSA,"Decatur, AL",19460,2018,4,175.65
traditional,all-transactions,MSA,"Decatur, AL",19460,2019,1,174.52
traditional,all-transactions,MSA,"Decatur, AL",19460,2019,2,176.34
traditional,all-transactions,MSA,"Decatur, AL",19460,2019,3,181.08
traditional,all-transactions,MSA,"Decatur, AL",19460,2019,4,183.87
traditional,all-transactions,MSA,"Decatur, AL",19460,2020,1,186.7
traditional,all-transactions,MSA,"Decatur, AL",19460,2020,2,186.49
traditional,all-transactions,MSA,"Decatur, AL",19460,2020,3,193.19
traditional,all-transactions,MSA,"Decatur, IL",19500,2015,1,145.74
traditional,all-transactions,MSA,"Decatur, IL",19500,2015,2,149.39
traditional,all-transactions,MSA,"Decatur, IL",19500,2015,3,145.97
traditional,all-transactions,MSA,"Decatur, IL",19500,2015,4,147.65
traditional,all-transactions,MSA,"Decatur, IL",19500,2016,1,145.59
traditional,all-transactions,MSA,"Decatur, IL",19500,2016,2,150.23
traditional,all-transactions,MSA,"Decatur, IL",19500,2016,3,151.67
traditional,all-transactions,MSA,"Decatur, IL",19500,2016,4,147.95
traditional,all-transactions,MSA,"Decatur, IL",19500,2017,1,146.68
traditional,all-transactions,MSA,"Decatur, IL",19500,2017,2,151.07
traditional,all-transactions,MSA,"Decatur, IL",19500,2017,3,150.76
traditional,all-transactions,MSA,"Decatur, IL",19500,2017,4,154.22
traditional,all-transactions,MSA,"Decatur, IL",19500,2018,1,148.76
traditional,all-transactions,MSA,"Decatur, IL",19500,2018,2,151.77
traditional,all-transactions,MSA,"Decatur, IL",19500,2018,3,150.73
traditional,all-transactions,MSA,"Decatur, IL",19500,2018,4,150.01
traditional,all-transactions,MSA,"Decatur, IL",19500,2019,1,151.4
traditional,all-transactions,MSA,"Decatur, IL",19500,2019,2,155.52
traditional,all-transactions,MSA,"Decatur, IL",19500,2019,3,155.65
traditional,all-transactions,MSA,"Decatur, IL",19500,2019,4,159.77
traditional,all-transactions,MSA,"Decatur, IL",19500,2020,1,157.97
traditional,all-transactions,MSA,"Decatur, IL",19500,2020,2,158.85
traditional,all-transactions,MSA,"Decatur, IL",19500,2020,3,162.2
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2015,1,182.92
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2015,2,183.72
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2015,3,187.31
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2015,4,192.94
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2016,1,198.35
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2016,2,201.09
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2016,3,206.79
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2016,4,214.74
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2017,1,219.89
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2017,2,227.78
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2017,3,232.74
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2017,4,237.12
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2018,1,244.65
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2018,2,247.76
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2018,3,253.01
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2018,4,256.57
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2019,1,260.19
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2019,2,264.65
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2019,3,267.63
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2019,4,272.69
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2020,1,277.11
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2020,2,280.86
traditional,all-transactions,MSA,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2020,3,285.58
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2015,1,234.61
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2015,2,246.06
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2015,3,255.72
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2015,4,259.99
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2016,1,265.38
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2016,2,275.16
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2016,3,282.65
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2016,4,286.97
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2017,1,293.77
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2017,2,305.2
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2017,3,309.99
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2017,4,315.0
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2018,1,323.48
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2018,2,332.63
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2018,3,337.07
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2018,4,337.39
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2019,1,341.69
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2019,2,346.74
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2019,3,348.78
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2019,4,351.54
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2020,1,354.79
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2020,2,358.41
traditional,all-transactions,MSA,"Denver-Aurora-Lakewood, CO",19740,2020,3,364.44
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2015,1,167.27
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2015,2,170.48
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2015,3,173.38
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2015,4,175.11
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2016,1,175.44
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2016,2,178.24
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2016,3,181.27
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2016,4,181.73
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2017,1,184.43
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2017,2,188.0
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2017,3,190.34
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2017,4,190.96
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2018,1,192.31
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2018,2,196.95
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2018,3,197.99
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2018,4,198.39
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2019,1,199.94
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2019,2,202.0
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2019,3,203.36
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2019,4,204.48
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2020,1,204.89
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2020,2,205.83
traditional,all-transactions,MSA,"Des Moines-West Des Moines, IA",19780,2020,3,207.81
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2015,1,138.91
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2015,2,142.5
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2015,3,145.19
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2015,4,146.6
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2016,1,147.48
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2016,2,150.22
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2016,3,154.1
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2016,4,156.19
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2017,1,157.95
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2017,2,162.49
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2017,3,165.92
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2017,4,167.19
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2018,1,168.75
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2018,2,174.48
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2018,3,177.47
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2018,4,177.32
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2019,1,179.12
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2019,2,182.96
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2019,3,185.47
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2019,4,186.87
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2020,1,187.7
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2020,2,190.44
traditional,all-transactions,MSA,"Detroit-Dearborn-Livonia, MI (MSAD)",19804,2020,3,195.1
traditional,all-transactions,MSA,"Dothan, AL",20020,2015,1,154.92
traditional,all-transactions,MSA,"Dothan, AL",20020,2015,2,157.92
traditional,all-transactions,MSA,"Dothan, AL",20020,2015,3,157.61
traditional,all-transactions,MSA,"Dothan, AL",20020,2015,4,164.37
traditional,all-transactions,MSA,"Dothan, AL",20020,2016,1,158.73
traditional,all-transactions,MSA,"Dothan, AL",20020,2016,2,159.29
traditional,all-transactions,MSA,"Dothan, AL",20020,2016,3,161.34
traditional,all-transactions,MSA,"Dothan, AL",20020,2016,4,164.55
traditional,all-transactions,MSA,"Dothan, AL",20020,2017,1,162.29
traditional,all-transactions,MSA,"Dothan, AL",20020,2017,2,162.41
traditional,all-transactions,MSA,"Dothan, AL",20020,2017,3,163.16
traditional,all-transactions,MSA,"Dothan, AL",20020,2017,4,167.23
traditional,all-transactions,MSA,"Dothan, AL",20020,2018,1,170.19
traditional,all-transactions,MSA,"Dothan, AL",20020,2018,2,166.21
traditional,all-transactions,MSA,"Dothan, AL",20020,2018,3,169.93
traditional,all-transactions,MSA,"Dothan, AL",20020,2018,4,166.25
traditional,all-transactions,MSA,"Dothan, AL",20020,2019,1,170.9
traditional,all-transactions,MSA,"Dothan, AL",20020,2019,2,170.41
traditional,all-transactions,MSA,"Dothan, AL",20020,2019,3,174.9
traditional,all-transactions,MSA,"Dothan, AL",20020,2019,4,177.51
traditional,all-transactions,MSA,"Dothan, AL",20020,2020,1,177.77
traditional,all-transactions,MSA,"Dothan, AL",20020,2020,2,181.76
traditional,all-transactions,MSA,"Dothan, AL",20020,2020,3,182.15
traditional,all-transactions,MSA,"Dover, DE",20100,2015,1,169.94
traditional,all-transactions,MSA,"Dover, DE",20100,2015,2,169.1
traditional,all-transactions,MSA,"Dover, DE",20100,2015,3,171.1
traditional,all-transactions,MSA,"Dover, DE",20100,2015,4,172.99
traditional,all-transactions,MSA,"Dover, DE",20100,2016,1,173.63
traditional,all-transactions,MSA,"Dover, DE",20100,2016,2,179.02
traditional,all-transactions,MSA,"Dover, DE",20100,2016,3,181.47
traditional,all-transactions,MSA,"Dover, DE",20100,2016,4,179.92
traditional,all-transactions,MSA,"Dover, DE",20100,2017,1,180.28
traditional,all-transactions,MSA,"Dover, DE",20100,2017,2,179.23
traditional,all-transactions,MSA,"Dover, DE",20100,2017,3,179.86
traditional,all-transactions,MSA,"Dover, DE",20100,2017,4,184.89
traditional,all-transactions,MSA,"Dover, DE",20100,2018,1,185.01
traditional,all-transactions,MSA,"Dover, DE",20100,2018,2,186.64
traditional,all-transactions,MSA,"Dover, DE",20100,2018,3,186.91
traditional,all-transactions,MSA,"Dover, DE",20100,2018,4,186.19
traditional,all-transactions,MSA,"Dover, DE",20100,2019,1,187.28
traditional,all-transactions,MSA,"Dover, DE",20100,2019,2,194.65
traditional,all-transactions,MSA,"Dover, DE",20100,2019,3,199.95
traditional,all-transactions,MSA,"Dover, DE",20100,2019,4,198.43
traditional,all-transactions,MSA,"Dover, DE",20100,2020,1,197.93
traditional,all-transactions,MSA,"Dover, DE",20100,2020,2,202.86
traditional,all-transactions,MSA,"Dover, DE",20100,2020,3,209.69
traditional,all-transactions,MSA,"Dubuque, IA",20220,2015,1,177.14
traditional,all-transactions,MSA,"Dubuque, IA",20220,2015,2,179.75
traditional,all-transactions,MSA,"Dubuque, IA",20220,2015,3,178.98
traditional,all-transactions,MSA,"Dubuque, IA",20220,2015,4,179.35
traditional,all-transactions,MSA,"Dubuque, IA",20220,2016,1,181.52
traditional,all-transactions,MSA,"Dubuque, IA",20220,2016,2,184.45
traditional,all-transactions,MSA,"Dubuque, IA",20220,2016,3,184.31
traditional,all-transactions,MSA,"Dubuque, IA",20220,2016,4,187.65
traditional,all-transactions,MSA,"Dubuque, IA",20220,2017,1,186.5
traditional,all-transactions,MSA,"Dubuque, IA",20220,2017,2,189.61
traditional,all-transactions,MSA,"Dubuque, IA",20220,2017,3,191.31
traditional,all-transactions,MSA,"Dubuque, IA",20220,2017,4,192.21
traditional,all-transactions,MSA,"Dubuque, IA",20220,2018,1,193.64
traditional,all-transactions,MSA,"Dubuque, IA",20220,2018,2,194.7
traditional,all-transactions,MSA,"Dubuque, IA",20220,2018,3,197.75
traditional,all-transactions,MSA,"Dubuque, IA",20220,2018,4,198.37
traditional,all-transactions,MSA,"Dubuque, IA",20220,2019,1,198.41
traditional,all-transactions,MSA,"Dubuque, IA",20220,2019,2,203.18
traditional,all-transactions,MSA,"Dubuque, IA",20220,2019,3,202.72
traditional,all-transactions,MSA,"Dubuque, IA",20220,2019,4,206.03
traditional,all-transactions,MSA,"Dubuque, IA",20220,2020,1,206.19
traditional,all-transactions,MSA,"Dubuque, IA",20220,2020,2,206.92
traditional,all-transactions,MSA,"Dubuque, IA",20220,2020,3,211.04
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2015,1,223.84
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2015,2,226.51
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2015,3,227.56
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2015,4,226.88
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2016,1,228.96
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2016,2,234.21
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2016,3,235.03
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2016,4,238.12
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2017,1,242.85
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2017,2,243.02
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2017,3,246.12
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2017,4,250.33
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2018,1,250.69
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2018,2,255.45
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2018,3,258.42
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2018,4,260.07
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2019,1,258.74
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2019,2,264.52
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2019,3,269.04
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2019,4,271.39
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2020,1,273.86
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2020,2,275.96
traditional,all-transactions,MSA,"Duluth, MN-WI",20260,2020,3,282.3
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2015,1,174.48
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2015,2,175.88
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2015,3,179.38
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2015,4,181.63
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2016,1,180.75
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2016,2,184.54
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2016,3,190.09
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2016,4,191.26
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2017,1,191.41
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2017,2,199.27
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2017,3,205.03
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2017,4,206.76
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2018,1,209.4
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2018,2,218.27
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2018,3,220.1
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2018,4,223.23
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2019,1,228.2
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2019,2,230.29
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2019,3,231.99
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2019,4,233.22
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2020,1,238.41
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2020,2,239.15
traditional,all-transactions,MSA,"Durham-Chapel Hill, NC",20500,2020,3,242.46
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2015,1,128.31
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2015,2,140.09
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2015,3,134.35
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2015,4,134.45
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2016,1,147.37
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2016,2,138.31
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2016,3,143.07
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2016,4,142.87
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2017,1,143.59
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2017,2,148.32
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2017,3,151.87
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2017,4,150.56
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2018,1,150.25
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2018,2,157.83
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2018,3,156.15
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2018,4,157.67
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2019,1,162.82
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2019,2,164.96
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2019,3,168.07
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2019,4,167.14
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2020,1,170.17
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2020,2,174.42
traditional,all-transactions,MSA,"East Stroudsburg, PA",20700,2020,3,180.11
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2015,1,191.07
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2015,2,192.87
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2015,3,195.22
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2015,4,193.19
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2016,1,196.71
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2016,2,202.75
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2016,3,204.17
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2016,4,207.65
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2017,1,210.28
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2017,2,214.06
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2017,3,218.33
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2017,4,216.71
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2018,1,223.92
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2018,2,229.55
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2018,3,233.48
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2018,4,233.19
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2019,1,236.48
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2019,2,241.29
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2019,3,244.83
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2019,4,244.62
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2020,1,248.35
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2020,2,250.11
traditional,all-transactions,MSA,"Eau Claire, WI",20740,2020,3,257.7
traditional,all-transactions,MSA,"El Centro, CA",20940,2015,1,164.75
traditional,all-transactions,MSA,"El Centro, CA",20940,2015,2,171.22
traditional,all-transactions,MSA,"El Centro, CA",20940,2015,3,172.45
traditional,all-transactions,MSA,"El Centro, CA",20940,2015,4,177.51
traditional,all-transactions,MSA,"El Centro, CA",20940,2016,1,180.0
traditional,all-transactions,MSA,"El Centro, CA",20940,2016,2,182.2
traditional,all-transactions,MSA,"El Centro, CA",20940,2016,3,185.62
traditional,all-transactions,MSA,"El Centro, CA",20940,2016,4,191.03
traditional,all-transactions,MSA,"El Centro, CA",20940,2017,1,190.81
traditional,all-transactions,MSA,"El Centro, CA",20940,2017,2,200.85
traditional,all-transactions,MSA,"El Centro, CA",20940,2017,3,196.65
traditional,all-transactions,MSA,"El Centro, CA",20940,2017,4,200.07
traditional,all-transactions,MSA,"El Centro, CA",20940,2018,1,204.82
traditional,all-transactions,MSA,"El Centro, CA",20940,2018,2,205.27
traditional,all-transactions,MSA,"El Centro, CA",20940,2018,3,208.68
traditional,all-transactions,MSA,"El Centro, CA",20940,2018,4,211.13
traditional,all-transactions,MSA,"El Centro, CA",20940,2019,1,213.29
traditional,all-transactions,MSA,"El Centro, CA",20940,2019,2,215.05
traditional,all-transactions,MSA,"El Centro, CA",20940,2019,3,218.28
traditional,all-transactions,MSA,"El Centro, CA",20940,2019,4,220.07
traditional,all-transactions,MSA,"El Centro, CA",20940,2020,1,225.11
traditional,all-transactions,MSA,"El Centro, CA",20940,2020,2,223.33
traditional,all-transactions,MSA,"El Centro, CA",20940,2020,3,229.5
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2015,1,134.56
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2015,2,136.55
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2015,3,138.36
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2015,4,138.39
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2016,1,138.73
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2016,2,141.87
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2016,3,144.45
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2016,4,145.64
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2017,1,146.12
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2017,2,148.52
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2017,3,150.64
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2017,4,151.19
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2018,1,152.38
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2018,2,154.93
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2018,3,156.1
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2018,4,155.17
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2019,1,156.79
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2019,2,158.63
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2019,3,160.24
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2019,4,161.18
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2020,1,161.59
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2020,2,161.94
traditional,all-transactions,MSA,"Elgin, IL (MSAD)",20994,2020,3,163.75
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2015,1,171.56
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2015,2,177.32
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2015,3,178.03
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2015,4,177.73
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2016,1,176.42
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2016,2,180.05
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2016,3,178.41
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2016,4,179.95
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2017,1,184.64
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2017,2,189.21
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2017,3,184.52
traditional,all-transactions,MSA,"Elizabethtown-Fort Knox, KY",21060,2017,4,187.63
