hpi_type,hpi_flavor,level,placename,place_id,year,quarter,index_nsa
traditional,all-transactions,MSA,"Omaha-Council Bluffs, NE-IA",36540,2019,3,216.58
traditional,all-transactions,MSA,"Omaha-Council Bluffs, NE-IA",36540,2019,4,218.67
traditional,all-transactions,MSA,"Omaha-Council Bluffs, NE-IA",36540,2020,1,221.4
traditional,all-transactions,MSA,"Omaha-Council Bluffs, NE-IA",36540,2020,2,223.09
traditional,all-transactions,MSA,"Omaha-Council Bluffs, NE-IA",36540,2020,3,227.0
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2015,1,186.25
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2015,2,191.57
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2015,3,195.44
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2015,4,200.05
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2016,1,202.79
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2016,2,206.58
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2016,3,214.35
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2016,4,217.98
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2017,1,223.28
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2017,2,228.99
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2017,3,234.34
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2017,4,239.53
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2018,1,245.34
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2018,2,250.95
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2018,3,255.68
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2018,4,257.81
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2019,1,262.61
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2019,2,266.27
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2019,3,271.99
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2019,4,274.42
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2020,1,278.77
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2020,2,280.08
traditional,all-transactions,MSA,"Orlando-Kissimmee-Sanford, FL",36740,2020,3,285.49
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2015,1,153.15
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2015,2,155.53
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2015,3,155.59
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2015,4,156.37
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2016,1,156.05
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2016,2,158.72
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2016,3,162.37
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2016,4,160.88
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2017,1,166.3
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2017,2,168.37
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2017,3,170.71
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2017,4,171.38
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2018,1,176.31
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2018,2,182.09
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2018,3,180.15
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2018,4,182.18
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2019,1,183.91
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2019,2,187.68
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2019,3,190.18
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2019,4,193.13
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2020,1,193.78
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2020,2,194.07
traditional,all-transactions,MSA,"Oshkosh-Neenah, WI",36780,2020,3,198.57
traditional,all-transactions,MSA,"Owensboro, KY",36980,2015,1,162.03
traditional,all-transactions,MSA,"Owensboro, KY",36980,2015,2,163.38
traditional,all-transactions,MSA,"Owensboro, KY",36980,2015,3,164.51
traditional,all-transactions,MSA,"Owensboro, KY",36980,2015,4,167.58
traditional,all-transactions,MSA,"Owensboro, KY",36980,2016,1,166.37
traditional,all-transactions,MSA,"Owensboro, KY",36980,2016,2,171.77
traditional,all-transactions,MSA,"Owensboro, KY",36980,2016,3,171.28
traditional,all-transactions,MSA,"Owensboro, KY",36980,2016,4,176.75
traditional,all-transactions,MSA,"Owensboro, KY",36980,2017,1,175.91
traditional,all-transactions,MSA,"Owensboro, KY",36980,2017,2,171.38
traditional,all-transactions,MSA,"Owensboro, KY",36980,2017,3,185.07
traditional,all-transactions,MSA,"Owensboro, KY",36980,2017,4,183.9
traditional,all-transactions,MSA,"Owensboro, KY",36980,2018,1,180.19
traditional,all-transactions,MSA,"Owensboro, KY",36980,2018,2,186.75
traditional,all-transactions,MSA,"Owensboro, KY",36980,2018,3,188.15
traditional,all-transactions,MSA,"Owensboro, KY",36980,2018,4,184.63
traditional,all-transactions,MSA,"Owensboro, KY",36980,2019,1,195.58
traditional,all-transactions,MSA,"Owensboro, KY",36980,2019,2,191.15
traditional,all-transactions,MSA,"Owensboro, KY",36980,2019,3,196.04
traditional,all-transactions,MSA,"Owensboro, KY",36980,2019,4,195.76
traditional,all-transactions,MSA,"Owensboro, KY",36980,2020,1,197.33
traditional,all-transactions,MSA,"Owensboro, KY",36980,2020,2,205.06
traditional,all-transactions,MSA,"Owensboro, KY",36980,2020,3,206.25
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2015,1,256.26
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2015,2,260.11
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2015,3,265.16
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2015,4,268.58
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2016,1,271.76
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2016,2,275.96
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2016,3,280.24
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2016,4,283.44
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2017,1,287.01
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2017,2,292.78
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2017,3,296.09
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2017,4,299.48
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2018,1,302.93
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2018,2,307.67
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2018,3,310.21
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2018,4,309.2
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2019,1,312.0
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2019,2,313.84
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2019,3,317.88
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2019,4,318.43
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,1,321.31
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,2,323.75
traditional,all-transactions,MSA,"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,3,327.59
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2015,1,175.98
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2015,2,181.61
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2015,3,189.07
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2015,4,192.59
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2016,1,197.52
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2016,2,207.4
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2016,3,212.87
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2016,4,218.04
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2017,1,224.47
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2017,2,232.21
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2017,3,237.88
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2017,4,242.98
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2018,1,247.28
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2018,2,254.05
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2018,3,255.03
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2018,4,256.46
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2019,1,261.68
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2019,2,265.28
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2019,3,270.79
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2019,4,272.66
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2020,1,280.2
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2020,2,282.68
traditional,all-transactions,MSA,"Palm Bay-Melbourne-Titusville, FL",37340,2020,3,286.56
traditional,all-transactions,MSA,"Panama City, FL",37460,2015,1,190.07
traditional,all-transactions,MSA,"Panama City, FL",37460,2015,2,188.29
traditional,all-transactions,MSA,"Panama City, FL",37460,2015,3,198.72
traditional,all-transactions,MSA,"Panama City, FL",37460,2015,4,192.61
traditional,all-transactions,MSA,"Panama City, FL",37460,2016,1,197.96
traditional,all-transactions,MSA,"Panama City, FL",37460,2016,2,206.59
traditional,all-transactions,MSA,"Panama City, FL",37460,2016,3,206.07
traditional,all-transactions,MSA,"Panama City, FL",37460,2016,4,210.02
traditional,all-transactions,MSA,"Panama City, FL",37460,2017,1,208.15
traditional,all-transactions,MSA,"Panama City, FL",37460,2017,2,218.75
traditional,all-transactions,MSA,"Panama City, FL",37460,2017,3,216.5
traditional,all-transactions,MSA,"Panama City, FL",37460,2017,4,218.6
traditional,all-transactions,MSA,"Panama City, FL",37460,2018,1,229.98
traditional,all-transactions,MSA,"Panama City, FL",37460,2018,2,231.64
traditional,all-transactions,MSA,"Panama City, FL",37460,2018,3,239.49
traditional,all-transactions,MSA,"Panama City, FL",37460,2018,4,251.59
traditional,all-transactions,MSA,"Panama City, FL",37460,2019,1,253.94
traditional,all-transactions,MSA,"Panama City, FL",37460,2019,2,253.27
traditional,all-transactions,MSA,"Panama City, FL",37460,2019,3,258.92
traditional,all-transactions,MSA,"Panama City, FL",37460,2019,4,265.5
traditional,all-transactions,MSA,"Panama City, FL",37460,2020,1,271.21
traditional,all-transactions,MSA,"Panama City, FL",37460,2020,2,274.58
traditional,all-transactions,MSA,"Panama City, FL",37460,2020,3,276.95
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2015,1,158.04
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2015,2,164.68
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2015,3,165.67
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2015,4,177.05
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2016,1,173.66
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2016,2,166.68
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2016,3,170.23
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2016,4,170.91
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2017,1,178.37
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2017,2,180.93
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2017,3,175.44
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2017,4,170.07
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2018,1,179.83
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2018,2,180.2
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2018,3,180.46
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2018,4,184.74
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2019,1,178.35
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2019,2,180.4
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2019,3,194.18
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2019,4,188.61
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2020,1,192.56
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2020,2,190.18
traditional,all-transactions,MSA,"Parkersburg-Vienna, WV",37620,2020,3,201.07
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2015,1,174.61
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2015,2,184.22
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2015,3,183.88
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2015,4,185.73
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2016,1,186.61
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2016,2,190.63
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2016,3,196.14
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2016,4,197.62
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2017,1,200.89
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2017,2,208.96
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2017,3,210.57
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2017,4,215.71
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2018,1,215.87
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2018,2,225.84
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2018,3,230.24
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2018,4,231.16
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2019,1,234.58
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2019,2,240.68
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2019,3,244.64
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2019,4,247.83
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2020,1,255.43
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2020,2,255.26
traditional,all-transactions,MSA,"Pensacola-Ferry Pass-Brent, FL",37860,2020,3,260.68
traditional,all-transactions,MSA,"Peoria, IL",37900,2015,1,167.52
traditional,all-transactions,MSA,"Peoria, IL",37900,2015,2,165.2
traditional,all-transactions,MSA,"Peoria, IL",37900,2015,3,167.5
traditional,all-transactions,MSA,"Peoria, IL",37900,2015,4,165.58
traditional,all-transactions,MSA,"Peoria, IL",37900,2016,1,167.31
traditional,all-transactions,MSA,"Peoria, IL",37900,2016,2,168.76
traditional,all-transactions,MSA,"Peoria, IL",37900,2016,3,169.62
traditional,all-transactions,MSA,"Peoria, IL",37900,2016,4,170.49
traditional,all-transactions,MSA,"Peoria, IL",37900,2017,1,166.53
traditional,all-transactions,MSA,"Peoria, IL",37900,2017,2,166.79
traditional,all-transactions,MSA,"Peoria, IL",37900,2017,3,164.97
traditional,all-transactions,MSA,"Peoria, IL",37900,2017,4,163.61
traditional,all-transactions,MSA,"Peoria, IL",37900,2018,1,165.56
traditional,all-transactions,MSA,"Peoria, IL",37900,2018,2,164.41
traditional,all-transactions,MSA,"Peoria, IL",37900,2018,3,164.07
traditional,all-transactions,MSA,"Peoria, IL",37900,2018,4,166.86
traditional,all-transactions,MSA,"Peoria, IL",37900,2019,1,167.81
traditional,all-transactions,MSA,"Peoria, IL",37900,2019,2,167.53
traditional,all-transactions,MSA,"Peoria, IL",37900,2019,3,169.74
traditional,all-transactions,MSA,"Peoria, IL",37900,2019,4,170.97
traditional,all-transactions,MSA,"Peoria, IL",37900,2020,1,171.98
traditional,all-transactions,MSA,"Peoria, IL",37900,2020,2,172.71
traditional,all-transactions,MSA,"Peoria, IL",37900,2020,3,174.7
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2015,1,221.5
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2015,2,223.71
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2015,3,224.16
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2015,4,224.41
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2016,1,226.84
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2016,2,232.07
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2016,3,235.99
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2016,4,236.16
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2017,1,238.57
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2017,2,246.51
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2017,3,250.47
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2017,4,250.95
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2018,1,256.13
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2018,2,262.12
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2018,3,265.25
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2018,4,267.28
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2019,1,269.74
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2019,2,275.6
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2019,3,279.87
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2019,4,283.06
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2020,1,285.64
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2020,2,288.29
traditional,all-transactions,MSA,"Philadelphia, PA (MSAD)",37964,2020,3,294.84
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2015,1,213.11
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2015,2,218.32
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2015,3,224.32
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2015,4,227.36
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2016,1,230.63
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2016,2,235.55
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2016,3,239.88
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2016,4,244.33
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2017,1,248.54
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2017,2,255.08
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2017,3,260.57
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2017,4,263.86
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2018,1,270.33
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2018,2,276.13
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2018,3,283.3
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2018,4,285.98
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2019,1,289.81
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2019,2,295.6
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2019,3,299.78
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2019,4,304.82
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2020,1,311.63
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2020,2,317.42
traditional,all-transactions,MSA,"Phoenix-Mesa-Chandler, AZ",38060,2020,3,324.72
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2015,1,155.69
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2015,2,162.07
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2015,3,167.49
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2015,4,159.99
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2016,1,154.94
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2016,2,166.08
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2016,3,157.26
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2016,4,161.66
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2017,1,158.18
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2017,2,157.5
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2017,3,170.65
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2017,4,164.9
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2018,1,164.76
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2018,2,166.02
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2018,3,166.41
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2018,4,173.18
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2019,1,172.26
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2019,2,175.05
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2019,3,180.74
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2019,4,183.12
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2020,1,173.12
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2020,2,180.81
traditional,all-transactions,MSA,"Pine Bluff, AR",38220,2020,3,188.72
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2015,1,179.1
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2015,2,181.65
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2015,3,183.99
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2015,4,184.35
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2016,1,186.23
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2016,2,189.27
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2016,3,190.95
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2016,4,191.08
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2017,1,190.71
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2017,2,197.33
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2017,3,198.32
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2017,4,198.89
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2018,1,201.47
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2018,2,206.28
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2018,3,209.1
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2018,4,208.05
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2019,1,211.11
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2019,2,216.07
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2019,3,218.7
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2019,4,219.99
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2020,1,223.01
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2020,2,225.27
traditional,all-transactions,MSA,"Pittsburgh, PA",38300,2020,3,229.84
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2015,1,198.55
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2015,2,203.06
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2015,3,204.59
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2015,4,206.09
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2016,1,203.05
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2016,2,197.83
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2016,3,208.3
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2016,4,208.85
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2017,1,200.38
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2017,2,207.78
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2017,3,208.57
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2017,4,213.42
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2018,1,218.28
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2018,2,215.68
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2018,3,224.35
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2018,4,219.03
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2019,1,226.01
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2019,2,224.45
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2019,3,226.33
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2019,4,233.46
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2020,1,230.91
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2020,2,230.46
traditional,all-transactions,MSA,"Pittsfield, MA",38340,2020,3,241.08
traditional,all-transactions,MSA,"Pocatello, ID",38540,2015,1,167.7
traditional,all-transactions,MSA,"Pocatello, ID",38540,2015,2,171.41
traditional,all-transactions,MSA,"Pocatello, ID",38540,2015,3,172.78
traditional,all-transactions,MSA,"Pocatello, ID",38540,2015,4,173.15
traditional,all-transactions,MSA,"Pocatello, ID",38540,2016,1,178.36
traditional,all-transactions,MSA,"Pocatello, ID",38540,2016,2,176.23
traditional,all-transactions,MSA,"Pocatello, ID",38540,2016,3,181.14
