Place Name,Place ID,Year,Quarter,HPI,YoY change,% YoY change,year dec. quarter
"Abilene, TX",10180,2017,1,199.98,5.0,2.5643655759565087,2017.0
"Abilene, TX",10180,2017,2,207.87,10.310000000000002,5.218667746507391,2017.25
"Abilene, TX",10180,2017,3,210.92,8.689999999999998,4.297087474657568,2017.5
"Abilene, TX",10180,2017,4,208.3,4.7900000000000205,2.3536926932337576,2017.75
"Akron, OH",10420,2017,1,143.74,4.6200000000000045,3.32087406555492,2017.0
"Akron, OH",10420,2017,2,148.25,6.3799999999999955,4.497074786776623,2017.25
"Akron, OH",10420,2017,3,149.31,5.990000000000009,4.179458554284126,2017.5
"Akron, OH",10420,2017,4,150.6,8.120000000000005,5.699045480067381,2017.75
"Albany, GA",10500,2017,1,149.14,3.9299999999999784,2.70642517732937,2017.0
"Albany, GA",10500,2017,2,149.17,1.8699999999999761,1.269517990495571,2017.25
"Albany, GA",10500,2017,3,152.15,5.140000000000015,3.496360791782882,2017.5
"Albany, GA",10500,2017,4,151.34,5.409999999999997,3.7072569039950634,2017.75
"Albany-Lebanon, OR",10540,2017,1,211.79,20.900000000000006,10.948713919010952,2017.0
"Albany-Lebanon, OR",10540,2017,2,217.2,22.569999999999993,11.59636232852078,2017.25
"Albany-Lebanon, OR",10540,2017,3,224.34,22.330000000000013,11.053908222365235,2017.5
"Albany-Lebanon, OR",10540,2017,4,230.92,28.19999999999999,13.910812943962108,2017.75
"Albany-Schenectady-Troy, NY",10580,2017,1,192.95,3.219999999999999,1.6971485795604275,2017.0
"Albany-Schenectady-Troy, NY",10580,2017,2,195.69,4.1200000000000045,2.15064989298951,2017.25
"Albany-Schenectady-Troy, NY",10580,2017,3,198.88,5.659999999999997,2.9293033847427785,2017.5
"Albany-Schenectady-Troy, NY",10580,2017,4,198.86,5.6200000000000045,2.908300558890501,2017.75
"Albuquerque, NM",10740,2017,1,163.82,4.849999999999994,3.050890105051264,2017.0
"Albuquerque, NM",10740,2017,2,166.34,5.659999999999997,3.522529250684588,2017.25
"Albuquerque, NM",10740,2017,3,170.56,7.319999999999993,4.484195050232782,2017.5
"Albuquerque, NM",10740,2017,4,170.28,5.22999999999999,3.1687367464404663,2017.75
"Alexandria, LA",10780,2017,1,200.55,1.3500000000000227,0.6777108433735054,2017.0
"Alexandria, LA",10780,2017,2,206.37,3.4099999999999966,1.6801340165549845,2017.25
"Alexandria, LA",10780,2017,3,210.96,9.800000000000011,4.871743885464313,2017.5
"Alexandria, LA",10780,2017,4,213.08,5.590000000000003,2.694105740035666,2017.75
"Allentown-Bethlehem-Easton, PA-NJ",10900,2017,1,171.89,5.389999999999986,3.237237237237229,2017.0
"Allentown-Bethlehem-Easton, PA-NJ",10900,2017,2,174.05,6.160000000000025,3.6690690332956253,2017.25
"Allentown-Bethlehem-Easton, PA-NJ",10900,2017,3,176.32,6.269999999999982,3.687150837988816,2017.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,2017,4,177.9,7.189999999999998,4.211821217269051,2017.75
"Altoona, PA",11020,2017,1,193.68,7.280000000000001,3.9055793991416317,2017.0
"Altoona, PA",11020,2017,2,188.91,1.240000000000009,0.6607342675973833,2017.25
"Altoona, PA",11020,2017,3,196.16,6.909999999999997,3.6512549537648598,2017.5
"Altoona, PA",11020,2017,4,196.35,8.530000000000001,4.541582366095199,2017.75
"Amarillo, TX",11100,2017,1,190.21,5.950000000000017,3.2291327472050457,2017.0
"Amarillo, TX",11100,2017,2,191.09,3.950000000000017,2.1107192476221104,2017.25
"Amarillo, TX",11100,2017,3,193.97,4.900000000000006,2.5916327286190333,2017.5
"Amarillo, TX",11100,2017,4,194.61,5.52000000000001,2.9192448040615635,2017.75
"Ames, IA",11180,2017,1,192.18,4.930000000000007,2.6328437917223004,2017.0
"Ames, IA",11180,2017,2,200.14,8.429999999999978,4.397266704918876,2017.25
"Ames, IA",11180,2017,3,202.82,11.069999999999993,5.77314211212516,2017.5
"Ames, IA",11180,2017,4,202.04,7.769999999999982,3.999588201986916,2017.75
"Anaheim-Santa Ana-Irvine, CA (MSAD)",11244,2017,1,323.8,15.370000000000005,4.983302532179102,2017.0
"Anaheim-Santa Ana-Irvine, CA (MSAD)",11244,2017,2,329.82,17.670000000000016,5.660740028832298,2017.25
"Anaheim-Santa Ana-Irvine, CA (MSAD)",11244,2017,3,334.07,16.24000000000001,5.109649812793006,2017.5
"Anaheim-Santa Ana-Irvine, CA (MSAD)",11244,2017,4,337.97,17.010000000000048,5.299725822532418,2017.75
"Anchorage, AK",11260,2017,1,224.86,0.5700000000000216,0.2541352713005581,2017.0
"Anchorage, AK",11260,2017,2,225.81,1.4099999999999966,0.6283422459893033,2017.25
"Anchorage, AK",11260,2017,3,226.63,1.240000000000009,0.5501575047695147,2017.5
"Anchorage, AK",11260,2017,4,228.85,4.810000000000002,2.146938046777362,2017.75
"Ann Arbor, MI",11460,2017,1,188.56,11.569999999999993,6.537092491101188,2017.0
"Ann Arbor, MI",11460,2017,2,195.53,15.830000000000013,8.809126321647197,2017.25
"Ann Arbor, MI",11460,2017,3,199.71,15.050000000000011,8.150113722517064,2017.5
"Ann Arbor, MI",11460,2017,4,200.39,15.909999999999997,8.624241110147441,2017.75
"Anniston-Oxford, AL",11500,2017,1,155.03,-0.9900000000000091,-0.6345340340981984,2017.0
"Anniston-Oxford, AL",11500,2017,2,163.91,1.2800000000000011,0.7870626575662555,2017.25
"Anniston-Oxford, AL",11500,2017,3,164.71,2.4099999999999966,1.4849044978434973,2017.5
"Anniston-Oxford, AL",11500,2017,4,166.43,8.210000000000008,5.188977373277719,2017.75
"Appleton, WI",11540,2017,1,164.65,5.960000000000008,3.75575020480182,2017.0
"Appleton, WI",11540,2017,2,171.01,11.280000000000001,7.061916984912041,2017.25
"Appleton, WI",11540,2017,3,172.86,10.410000000000025,6.408125577100662,2017.5
"Appleton, WI",11540,2017,4,174.71,9.730000000000018,5.897684567826414,2017.75
"Asheville, NC",11700,2017,1,257.86,17.650000000000006,7.34773739644478,2017.0
"Asheville, NC",11700,2017,2,267.98,21.99000000000001,8.939387779991058,2017.25
"Asheville, NC",11700,2017,3,269.48,17.30000000000001,6.860179237052903,2017.5
"Asheville, NC",11700,2017,4,271.85,17.80000000000001,7.006494784491246,2017.75
"Athens-Clarke County, GA",12020,2017,1,191.42,12.589999999999975,7.04020578202761,2017.0
"Athens-Clarke County, GA",12020,2017,2,193.23,10.560000000000002,5.780916406634917,2017.25
"Athens-Clarke County, GA",12020,2017,3,199.55,14.100000000000023,7.603127527635493,2017.5
"Athens-Clarke County, GA",12020,2017,4,203.17,14.259999999999991,7.548568101212212,2017.75
"Atlanta-Sandy Springs-Alpharetta, GA",12060,2017,1,187.4,13.710000000000008,7.893373251194662,2017.0
"Atlanta-Sandy Springs-Alpharetta, GA",12060,2017,2,193.25,13.75,7.66016713091922,2017.25
"Atlanta-Sandy Springs-Alpharetta, GA",12060,2017,3,196.38,13.379999999999995,7.311475409836063,2017.5
"Atlanta-Sandy Springs-Alpharetta, GA",12060,2017,4,198.73,13.840000000000003,7.485531937909029,2017.75
"Atlantic City-Hammonton, NJ",12100,2017,1,188.03,-6.6299999999999955,-3.405938559539708,2017.0
"Atlantic City-Hammonton, NJ",12100,2017,2,191.08,-1.6199999999999761,-0.8406850025946945,2017.25
"Atlantic City-Hammonton, NJ",12100,2017,3,191.8,0.10000000000002274,0.05216484089724712,2017.5
"Atlantic City-Hammonton, NJ",12100,2017,4,192.12,-4.1200000000000045,-2.0994700366897696,2017.75
"Auburn-Opelika, AL",12220,2017,1,185.44,8.569999999999993,4.845366653474299,2017.0
"Auburn-Opelika, AL",12220,2017,2,185.36,10.180000000000007,5.811165658180161,2017.25
"Auburn-Opelika, AL",12220,2017,3,188.38,10.299999999999983,5.7839173405211035,2017.5
"Auburn-Opelika, AL",12220,2017,4,187.82,6.699999999999989,3.6992049469964603,2017.75
"Augusta-Richmond County, GA-SC",12260,2017,1,168.12,9.210000000000008,5.795733434019262,2017.0
"Augusta-Richmond County, GA-SC",12260,2017,2,168.0,4.009999999999991,2.445271053112989,2017.25
"Augusta-Richmond County, GA-SC",12260,2017,3,171.25,6.849999999999994,4.1666666666666625,2017.5
"Augusta-Richmond County, GA-SC",12260,2017,4,171.49,6.25,3.7823771483902204,2017.75
"Austin-Round Rock-Georgetown, TX",12420,2017,1,293.68,20.55000000000001,7.523889722842607,2017.0
"Austin-Round Rock-Georgetown, TX",12420,2017,2,303.17,21.890000000000043,7.782281001137672,2017.25
"Austin-Round Rock-Georgetown, TX",12420,2017,3,306.56,18.620000000000005,6.466624991317637,2017.5
"Austin-Round Rock-Georgetown, TX",12420,2017,4,308.24,19.340000000000032,6.694357909311193,2017.75
"Bakersfield, CA",12540,2017,1,198.36,6.530000000000001,3.4040556742949493,2017.0
"Bakersfield, CA",12540,2017,2,202.01,9.189999999999998,4.766103101338034,2017.25
"Bakersfield, CA",12540,2017,3,203.17,8.530000000000001,4.382449650637074,2017.5
"Bakersfield, CA",12540,2017,4,206.42,8.799999999999983,4.452990587997157,2017.75
"Baltimore-Columbia-Towson, MD",12580,2017,1,218.51,4.099999999999994,1.9122242432722327,2017.0
"Baltimore-Columbia-Towson, MD",12580,2017,2,222.46,6.1299999999999955,2.8336338002126356,2017.25
"Baltimore-Columbia-Towson, MD",12580,2017,3,224.12,4.890000000000015,2.2305341422250673,2017.5
"Baltimore-Columbia-Towson, MD",12580,2017,4,225.99,6.420000000000016,2.9238967072004445,2017.75
"Bangor, ME",12620,2017,1,183.8,6.5800000000000125,3.7128992213068575,2017.0
"Bangor, ME",12620,2017,2,183.57,1.2299999999999898,0.6745640013162169,2017.25
"Bangor, ME",12620,2017,3,179.46,-0.9499999999999886,-0.5265783493154419,2017.5
"Bangor, ME",12620,2017,4,188.48,6.179999999999978,3.390016456390553,2017.75
"Barnstable Town, MA",12700,2017,1,282.99,11.430000000000007,4.209014582412729,2017.0
"Barnstable Town, MA",12700,2017,2,288.85,11.680000000000007,4.214020276364688,2017.25
"Barnstable Town, MA",12700,2017,3,292.86,12.400000000000034,4.421307851387019,2017.5
"Barnstable Town, MA",12700,2017,4,297.95,16.899999999999977,6.013164917274498,2017.75
"Baton Rouge, LA",12940,2017,1,209.67,5.939999999999998,2.915623619496391,2017.0
"Baton Rouge, LA",12940,2017,2,214.61,8.220000000000027,3.9827511022821005,2017.25
"Baton Rouge, LA",12940,2017,3,218.33,11.400000000000006,5.509109360653364,2017.5
"Baton Rouge, LA",12940,2017,4,218.11,8.650000000000006,4.129666762150293,2017.75
"Battle Creek, MI",12980,2017,1,158.17,5.939999999999998,3.9019904092491613,2017.0
"Battle Creek, MI",12980,2017,2,163.48,9.129999999999995,5.91512795594428,2017.25
"Battle Creek, MI",12980,2017,3,168.92,9.079999999999984,5.680680680680671,2017.5
"Battle Creek, MI",12980,2017,4,162.58,1.9699999999999989,1.2265736878152036,2017.75
"Bay City, MI",13020,2017,1,147.02,2.9099999999999966,2.01929081951287,2017.0
"Bay City, MI",13020,2017,2,154.1,12.519999999999982,8.843056928944753,2017.25
"Bay City, MI",13020,2017,3,149.2,0.08999999999997499,0.060358124874237126,2017.5
"Bay City, MI",13020,2017,4,151.02,6.3700000000000045,4.4037331489803,2017.75
"Beaumont-Port Arthur, TX",13140,2017,1,191.74,5.930000000000007,3.1914321080673846,2017.0
"Beaumont-Port Arthur, TX",13140,2017,2,194.77,10.01000000000002,5.417839359168662,2017.25
"Beaumont-Port Arthur, TX",13140,2017,3,197.93,11.01000000000002,5.8902204151508775,2017.5
"Beaumont-Port Arthur, TX",13140,2017,4,195.12,0.8100000000000023,0.4168596572487275,2017.75
"Beckley, WV",13220,2017,1,200.58,5.5,2.8193561615747385,2017.0
"Beckley, WV",13220,2017,2,179.18,-17.079999999999984,-8.702741261591758,2017.25
"Beckley, WV",13220,2017,3,189.55,5.100000000000023,2.764976958525358,2017.5
"Beckley, WV",13220,2017,4,194.78,1.960000000000008,1.0164920651384752,2017.75
"Bellingham, WA",13380,2017,1,244.57,22.519999999999982,10.14185994145462,2017.0
"Bellingham, WA",13380,2017,2,252.49,25.310000000000002,11.140945505766354,2017.25
"Bellingham, WA",13380,2017,3,266.16,30.380000000000024,12.884892696581568,2017.5
"Bellingham, WA",13380,2017,4,265.97,26.450000000000017,11.042919171676694,2017.75
"Bend, OR",13460,2017,1,290.5,26.720000000000027,10.129653499128073,2017.0
"Bend, OR",13460,2017,2,305.12,33.18000000000001,12.201220857542108,2017.25
"Bend, OR",13460,2017,3,306.8,22.910000000000025,8.070027123181523,2017.5
"Bend, OR",13460,2017,4,311.92,25.420000000000016,8.872600349040145,2017.75
"Billings, MT",13740,2017,1,235.74,6.610000000000014,2.884825208396986,2017.0
"Billings, MT",13740,2017,2,238.19,6.259999999999991,2.699090242745652,2017.25
"Billings, MT",13740,2017,3,241.17,5.97999999999999,2.542625111611884,2017.5
"Billings, MT",13740,2017,4,242.38,7.159999999999997,3.043958847036815,2017.75
"Binghamton, NY",13780,2017,1,167.96,2.0600000000000023,1.2417118746232683,2017.0
"Binghamton, NY",13780,2017,2,169.1,-1.4000000000000057,-0.8211143695014695,2017.25
"Binghamton, NY",13780,2017,3,177.6,7.789999999999992,4.587480124845411,2017.5
"Binghamton, NY",13780,2017,4,174.63,6.430000000000007,3.8228299643281853,2017.75
"Birmingham-Hoover, AL",13820,2017,1,177.98,7.269999999999982,4.258684318434761,2017.0
"Birmingham-Hoover, AL",13820,2017,2,181.75,8.449999999999989,4.8759376803231325,2017.25
"Birmingham-Hoover, AL",13820,2017,3,184.01,6.840000000000003,3.860698763899082,2017.5
"Birmingham-Hoover, AL",13820,2017,4,184.56,7.819999999999993,4.424578476858659,2017.75
"Bismarck, ND",13900,2017,1,282.96,7.669999999999959,2.786152784336503,2017.0
"Bismarck, ND",13900,2017,2,282.63,4.110000000000014,1.4756570443774284,2017.25
"Bismarck, ND",13900,2017,3,284.58,3.159999999999968,1.1228768388884827,2017.5
"Bismarck, ND",13900,2017,4,282.84,-0.5500000000000114,-0.19407883129256903,2017.75
"Blacksburg-Christiansburg, VA",13980,2017,1,198.06,2.9499999999999886,1.5119676080159852,2017.0
"Blacksburg-Christiansburg, VA",13980,2017,2,200.03,3.780000000000001,1.9261146496815293,2017.25
"Blacksburg-Christiansburg, VA",13980,2017,3,201.48,5.639999999999986,2.8799019607843066,2017.5
"Blacksburg-Christiansburg, VA",13980,2017,4,203.9,4.730000000000018,2.374855650951458,2017.75
"Bloomington, IL",14010,2017,1,145.72,-0.8499999999999943,-0.5799276796070099,2017.0
"Bloomington, IL",14010,2017,2,147.95,0.0,0.0,2017.25
"Bloomington, IL",14010,2017,3,148.04,0.5600000000000023,0.3797125033902918,2017.5
"Bloomington, IL",14010,2017,4,150.21,2.719999999999999,1.844192826632313,2017.75
"Bloomington, IN",14020,2017,1,187.99,11.950000000000017,6.78822994773916,2017.0
"Bloomington, IN",14020,2017,2,188.35,10.960000000000008,6.1784768025255135,2017.25
"Bloomington, IN",14020,2017,3,196.37,12.25,6.653269606778188,2017.5
"Bloomington, IN",14020,2017,4,194.04,4.639999999999986,2.4498416050686305,2017.75
"Bloomsburg-Berwick, PA",14100,2017,1,198.11,5.320000000000022,2.75947922610095,2017.0
"Bloomsburg-Berwick, PA",14100,2017,2,197.79,4.269999999999982,2.2064902852418258,2017.25
"Bloomsburg-Berwick, PA",14100,2017,3,202.28,0.1699999999999875,0.0841126119439847,2017.5
"Bloomsburg-Berwick, PA",14100,2017,4,205.5,3.1200000000000045,1.5416543136673608,2017.75
"Boise City, ID",14260,2017,1,211.47,17.94999999999999,9.275527077304666,2017.0
"Boise City, ID",14260,2017,2,222.48,24.079999999999984,12.13709677419354,2017.25
"Boise City, ID",14260,2017,3,229.62,23.900000000000006,11.617732840754426,2017.5
"Boise City, ID",14260,2017,4,232.47,25.25,12.185117266673101,2017.75
"Boston, MA (MSAD)",14454,2017,1,276.68,13.25,5.02979918763998,2017.0
"Boston, MA (MSAD)",14454,2017,2,284.97,17.480000000000018,6.534823731728295,2017.25
"Boston, MA (MSAD)",14454,2017,3,288.65,16.389999999999986,6.019980900609707,2017.5
"Boston, MA (MSAD)",14454,2017,4,291.73,16.689999999999998,6.068208260616636,2017.75
"Boulder, CO",14500,2017,1,297.85,29.32000000000005,10.918705545004302,2017.0
"Boulder, CO",14500,2017,2,308.1,27.660000000000025,9.863072314933685,2017.25
"Boulder, CO",14500,2017,3,307.47,22.650000000000034,7.952390983779241,2017.5
"Boulder, CO",14500,2017,4,313.49,23.079999999999984,7.947384731930712,2017.75
"Bowling Green, KY",14540,2017,1,171.05,6.920000000000016,4.216170109059901,2017.0
"Bowling Green, KY",14540,2017,2,178.78,13.430000000000007,8.122165104324166,2017.25
"Bowling Green, KY",14540,2017,3,180.61,11.660000000000025,6.901450133175511,2017.5
"Bowling Green, KY",14540,2017,4,183.81,11.569999999999993,6.717371110078956,2017.75
"Bremerton-Silverdale-Port Orchard, WA",14740,2017,1,237.95,27.919999999999987,13.293339046802831,2017.0
"Bremerton-Silverdale-Port Orchard, WA",14740,2017,2,244.34,21.72,9.756535800916359,2017.25
"Bremerton-Silverdale-Port Orchard, WA",14740,2017,3,252.52,21.620000000000005,9.363360762234734,2017.5
"Bremerton-Silverdale-Port Orchard, WA",14740,2017,4,256.21,23.609999999999985,10.150472914875316,2017.75
"Bridgeport-Stamford-Norwalk, CT",14860,2017,1,194.56,-1.3400000000000034,-0.6840224604390012,2017.0
"Bridgeport-Stamford-Norwalk, CT",14860,2017,2,198.39,1.4799999999999898,0.7516124117617133,2017.25
"Bridgeport-Stamford-Norwalk, CT",14860,2017,3,199.03,0.6500000000000057,0.32765399737877093,2017.5
"Bridgeport-Stamford-Norwalk, CT",14860,2017,4,199.47,1.1599999999999966,0.5849427663758744,2017.75
"Brownsville-Harlingen, TX",15180,2017,1,164.35,6.1699999999999875,3.9006195473511105,2017.0
"Brownsville-Harlingen, TX",15180,2017,2,163.99,4.600000000000023,2.886002886002901,2017.25
"Brownsville-Harlingen, TX",15180,2017,3,169.3,6.240000000000009,3.8268122163620806,2017.5
"Brownsville-Harlingen, TX",15180,2017,4,170.33,6.690000000000026,4.088242483500383,2017.75
"Brunswick, GA",15260,2017,1,199.02,12.620000000000005,6.770386266094423,2017.0
"Brunswick, GA",15260,2017,2,200.75,5.069999999999993,2.590964840556006,2017.25
"Brunswick, GA",15260,2017,3,208.35,16.810000000000002,8.776234729038322,2017.5
"Brunswick, GA",15260,2017,4,209.73,10.439999999999998,5.238597019418936,2017.75
"Buffalo-Cheektowaga, NY",15380,2017,1,173.35,8.870000000000005,5.392752918287941,2017.0
"Buffalo-Cheektowaga, NY",15380,2017,2,178.85,10.379999999999995,6.161334362200983,2017.25
"Buffalo-Cheektowaga, NY",15380,2017,3,182.28,10.090000000000003,5.859806028224638,2017.5
"Buffalo-Cheektowaga, NY",15380,2017,4,183.57,10.590000000000003,6.122095039889007,2017.75
"Burlington, NC",15500,2017,1,143.13,4.259999999999991,3.067617195938641,2017.0
"Burlington, NC",15500,2017,2,148.05,4.260000000000019,2.9626538702274283,2017.25
"Burlington, NC",15500,2017,3,150.76,3.109999999999985,2.1063325431764204,2017.5
"Burlington, NC",15500,2017,4,152.29,8.019999999999982,5.559021279545284,2017.75
"Burlington-South Burlington, VT",15540,2017,1,224.84,3.140000000000015,1.4163283716734392,2017.0
"Burlington-South Burlington, VT",15540,2017,2,230.56,7.030000000000001,3.144991723705991,2017.25
"Burlington-South Burlington, VT",15540,2017,3,230.46,4.210000000000008,1.8607734806629868,2017.5
"Burlington-South Burlington, VT",15540,2017,4,234.45,9.159999999999997,4.065870655599448,2017.75
"California-Lexington Park, MD",15680,2017,1,204.72,7.439999999999998,3.771289537712894,2017.0
"California-Lexington Park, MD",15680,2017,2,203.74,-2.7399999999999807,-1.3270050368074298,2017.25
"California-Lexington Park, MD",15680,2017,3,205.51,0.8299999999999841,0.4055110416259449,2017.5
"California-Lexington Park, MD",15680,2017,4,214.61,13.740000000000009,6.840244934534779,2017.75
"Cambridge-Newton-Framingham, MA (MSAD)",15764,2017,1,267.29,14.600000000000023,5.7778305433535255,2017.0
"Cambridge-Newton-Framingham, MA (MSAD)",15764,2017,2,274.15,18.42999999999998,7.207101517284522,2017.25
"Cambridge-Newton-Framingham, MA (MSAD)",15764,2017,3,278.2,17.839999999999975,6.852051006298961,2017.5
"Cambridge-Newton-Framingham, MA (MSAD)",15764,2017,4,280.81,17.49000000000001,6.642108461187912,2017.75
"Camden, NJ (MSAD)",15804,2017,1,178.55,2.140000000000015,1.213083158551111,2017.0
"Camden, NJ (MSAD)",15804,2017,2,181.35,2.7399999999999807,1.5340686411734956,2017.25
"Camden, NJ (MSAD)",15804,2017,3,183.85,2.299999999999983,1.2668686312310562,2017.5
"Camden, NJ (MSAD)",15804,2017,4,184.58,3.3100000000000023,1.8260054062999957,2017.75
"Canton-Massillon, OH",15940,2017,1,152.19,5.439999999999998,3.7069846678023834,2017.0
"Canton-Massillon, OH",15940,2017,2,152.85,4.460000000000008,3.005593368825398,2017.25
"Canton-Massillon, OH",15940,2017,3,156.63,6.060000000000002,4.024706116756327,2017.5
"Canton-Massillon, OH",15940,2017,4,157.46,6.1200000000000045,4.04387471917537,2017.75
"Cape Coral-Fort Myers, FL",15980,2017,1,233.52,20.680000000000007,9.716218755872958,2017.0
"Cape Coral-Fort Myers, FL",15980,2017,2,234.28,15.640000000000015,7.1533113794365235,2017.25
"Cape Coral-Fort Myers, FL",15980,2017,3,237.8,14.25,6.374412883023932,2017.5
"Cape Coral-Fort Myers, FL",15980,2017,4,242.71,16.159999999999997,7.133083204590596,2017.75
"Cape Girardeau, MO-IL",16020,2017,1,166.35,-0.4099999999999966,-0.24586231710242062,2017.0
"Cape Girardeau, MO-IL",16020,2017,2,168.89,-0.0800000000000125,-0.047345682665569336,2017.25
"Cape Girardeau, MO-IL",16020,2017,3,170.27,-1.3100000000000023,-0.763492248513814,2017.5
"Cape Girardeau, MO-IL",16020,2017,4,173.56,2.930000000000007,1.7171657973392762,2017.75
"Carbondale-Marion, IL",16060,2017,1,165.63,1.710000000000008,1.0431918008784822,2017.0
"Carbondale-Marion, IL",16060,2017,2,168.35,-0.5,-0.29612081729345574,2017.25
"Carbondale-Marion, IL",16060,2017,3,165.8,-3.3899999999999864,-2.0036645191796127,2017.5
