Place Name,Place ID,Year,Quarter,HPI,YoY change,% YoY change
"Lancaster, PA",29540,2020,3,214.8,10.710000000000008,5.247684844921362
"Lancaster, PA",29540,2020,4,218.79,14.359999999999985,7.024409333268104
"Lansing-East Lansing, MI",29620,2020,1,183.57,8.22999999999999,4.693737880688941
"Lansing-East Lansing, MI",29620,2020,2,186.51,7.6699999999999875,4.28874972042048
"Lansing-East Lansing, MI",29620,2020,3,190.76,8.98999999999998,4.945810639819541
"Lansing-East Lansing, MI",29620,2020,4,194.73,11.079999999999984,6.03321535529539
"Laredo, TX",29700,2020,1,189.09,0.6200000000000045,0.32896482198758664
"Laredo, TX",29700,2020,2,202.0,12.370000000000005,6.523229446817489
"Laredo, TX",29700,2020,3,197.41,4.909999999999997,2.5506493506493486
"Laredo, TX",29700,2020,4,201.77,4.659999999999997,2.3641621429658546
"Las Cruces, NM",29740,2020,1,184.98,8.469999999999999,4.798594980454364
"Las Cruces, NM",29740,2020,2,187.15,9.02000000000001,5.063717509683944
"Las Cruces, NM",29740,2020,3,189.18,9.450000000000017,5.257886830245377
"Las Cruces, NM",29740,2020,4,192.4,11.560000000000002,6.392391063923912
"Las Vegas-Henderson-Paradise, NV",29820,2020,1,238.08,8.130000000000024,3.535551206784094
"Las Vegas-Henderson-Paradise, NV",29820,2020,2,240.92,8.009999999999991,3.439096646773428
"Las Vegas-Henderson-Paradise, NV",29820,2020,3,244.22,11.5,4.941560673771055
"Las Vegas-Henderson-Paradise, NV",29820,2020,4,248.38,12.870000000000005,5.464736104624009
"Lawrence, KS",29940,2020,1,222.94,12.960000000000008,6.172016382512624
"Lawrence, KS",29940,2020,2,223.38,7.269999999999982,3.364027578547953
"Lawrence, KS",29940,2020,3,228.51,11.22999999999999,5.168446244477168
"Lawrence, KS",29940,2020,4,231.93,11.439999999999998,5.188443920359199
"Lawton, OK",30020,2020,1,167.64,14.869999999999976,9.733586437127691
"Lawton, OK",30020,2020,2,165.45,12.689999999999998,8.307148468185389
"Lawton, OK",30020,2020,3,157.4,-1.8400000000000034,-1.1554885707108786
"Lawton, OK",30020,2020,4,163.97,11.550000000000011,7.577745702663701
"Lebanon, PA",30140,2020,1,193.48,8.159999999999997,4.403194474422619
"Lebanon, PA",30140,2020,2,194.35,6.8700000000000045,3.6643908683592943
"Lebanon, PA",30140,2020,3,198.36,10.54000000000002,5.611755936534991
"Lebanon, PA",30140,2020,4,201.42,11.859999999999985,6.256594218189483
"Lewiston, ID-WA",30300,2020,1,252.67,17.94999999999999,7.647409679618264
"Lewiston, ID-WA",30300,2020,2,254.55,13.700000000000017,5.688187668673455
"Lewiston, ID-WA",30300,2020,3,260.37,16.659999999999997,6.835993598949569
"Lewiston, ID-WA",30300,2020,4,267.99,17.659999999999997,7.0546878120880425
"Lewiston-Auburn, ME",30340,2020,1,219.01,13.310000000000002,6.4705882352941195
"Lewiston-Auburn, ME",30340,2020,2,223.87,11.080000000000013,5.2070116076883375
"Lewiston-Auburn, ME",30340,2020,3,229.34,13.02000000000001,6.0188609467455665
"Lewiston-Auburn, ME",30340,2020,4,238.82,17.69999999999999,8.0047033285094
"Lexington-Fayette, KY",30460,2020,1,218.84,10.370000000000005,4.974336835036219
"Lexington-Fayette, KY",30460,2020,2,221.04,7.8700000000000045,3.6918891025941756
"Lexington-Fayette, KY",30460,2020,3,226.12,11.170000000000016,5.196557338916034
"Lexington-Fayette, KY",30460,2020,4,229.43,11.01000000000002,5.040747184323789
"Lima, OH",30620,2020,1,185.76,12.590000000000003,7.270312409770748
"Lima, OH",30620,2020,2,186.02,11.080000000000013,6.333600091459936
"Lima, OH",30620,2020,3,189.91,9.419999999999987,5.219125713335912
"Lima, OH",30620,2020,4,194.97,12.819999999999993,7.038155366456214
"Lincoln, NE",30700,2020,1,216.62,7.189999999999998,3.4331280141335996
"Lincoln, NE",30700,2020,2,218.48,5.810000000000002,2.7319321013777227
"Lincoln, NE",30700,2020,3,220.72,6.699999999999989,3.130548546864773
"Lincoln, NE",30700,2020,4,225.61,10.920000000000016,5.086403651776989
"Little Rock-North Little Rock-Conway, AR",30780,2020,1,190.82,8.0,4.375888852423149
"Little Rock-North Little Rock-Conway, AR",30780,2020,2,191.2,5.269999999999982,2.8344000430269354
"Little Rock-North Little Rock-Conway, AR",30780,2020,3,194.53,7.060000000000002,3.7659358830746266
"Little Rock-North Little Rock-Conway, AR",30780,2020,4,198.02,9.610000000000014,5.100578525555976
"Logan, UT-ID",30860,2020,1,254.83,15.850000000000023,6.63235417189724
"Logan, UT-ID",30860,2020,2,257.25,14.400000000000006,5.929586164298952
"Logan, UT-ID",30860,2020,3,264.78,17.339999999999975,7.007759456838011
"Logan, UT-ID",30860,2020,4,275.45,23.53,9.340266751349635
"Longview, TX",30980,2020,1,218.91,10.349999999999994,4.962600690448789
"Longview, TX",30980,2020,2,218.19,4.609999999999985,2.158441801666816
"Longview, TX",30980,2020,3,224.73,12.409999999999997,5.844951017332327
"Longview, TX",30980,2020,4,228.85,11.699999999999989,5.387980658530965
"Longview, WA",31020,2020,1,266.48,22.690000000000026,9.307190614873468
"Longview, WA",31020,2020,2,269.91,16.390000000000015,6.464973177658573
"Longview, WA",31020,2020,3,276.43,19.939999999999998,7.774182229326679
"Longview, WA",31020,2020,4,284.71,22.829999999999984,8.717733312967765
"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2020,1,377.04,13.100000000000023,3.599494422157505
"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2020,2,381.12,14.220000000000027,3.8757154538021337
"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2020,3,384.9,14.70999999999998,3.973635160323072
"Los Angeles-Long Beach-Glendale, CA (MSAD)",31084,2020,4,392.52,19.159999999999968,5.131776301692727
"Louisville/Jefferson County, KY-IN",31140,2020,1,214.9,10.460000000000008,5.116415574251619
"Louisville/Jefferson County, KY-IN",31140,2020,2,217.02,8.469999999999999,4.061376168784463
"Louisville/Jefferson County, KY-IN",31140,2020,3,220.97,9.699999999999989,4.591281298811941
"Louisville/Jefferson County, KY-IN",31140,2020,4,226.4,13.939999999999998,6.561235056010542
"Lubbock, TX",31180,2020,1,206.24,8.27000000000001,4.177400616254993
"Lubbock, TX",31180,2020,2,207.97,5.009999999999991,2.4684666929444177
"Lubbock, TX",31180,2020,3,212.61,8.570000000000022,4.200156831993737
"Lubbock, TX",31180,2020,4,214.23,11.429999999999978,5.636094674556203
"Lynchburg, VA",31340,2020,1,207.73,9.889999999999986,4.998989082086528
"Lynchburg, VA",31340,2020,2,209.98,8.719999999999999,4.332703965020372
"Lynchburg, VA",31340,2020,3,212.49,10.950000000000017,5.43316463233106
"Lynchburg, VA",31340,2020,4,215.56,10.5,5.120452550473032
"Macon-Bibb County, GA",31420,2020,1,162.23,9.569999999999993,6.268832700117905
"Macon-Bibb County, GA",31420,2020,2,164.03,8.590000000000003,5.526248069994855
"Macon-Bibb County, GA",31420,2020,3,166.28,10.800000000000011,6.946231026498592
"Macon-Bibb County, GA",31420,2020,4,167.76,7.7099999999999795,4.817244611059031
"Madera, CA",31460,2020,1,234.09,11.400000000000006,5.119224033409675
"Madera, CA",31460,2020,2,236.77,9.960000000000008,4.391340769807331
"Madera, CA",31460,2020,3,241.47,11.090000000000003,4.813785918916574
"Madera, CA",31460,2020,4,251.15,19.289999999999992,8.319675666350381
"Madison, WI",31540,2020,1,226.67,8.639999999999986,3.9627574187038417
"Madison, WI",31540,2020,2,228.1,6.349999999999994,2.8635851183765477
"Madison, WI",31540,2020,3,232.22,8.259999999999991,3.6881585997499515
"Madison, WI",31540,2020,4,236.41,11.180000000000007,4.96381476712694
"Manchester-Nashua, NH",31700,2020,1,272.76,16.46999999999997,6.426313941238429
"Manchester-Nashua, NH",31700,2020,2,276.91,14.400000000000034,5.485505314083286
"Manchester-Nashua, NH",31700,2020,3,282.93,17.00999999999999,6.396660649819491
"Manchester-Nashua, NH",31700,2020,4,292.78,24.21999999999997,9.018468871015777
"Manhattan, KS",31740,2020,1,225.72,4.310000000000002,1.9466148773768133
"Manhattan, KS",31740,2020,2,232.54,11.909999999999997,5.39817794497575
"Manhattan, KS",31740,2020,3,234.24,8.02000000000001,3.545221465829728
"Manhattan, KS",31740,2020,4,236.26,8.569999999999993,3.7638894988800535
"Mankato, MN",31860,2020,1,233.77,10.460000000000008,4.684071470153602
"Mankato, MN",31860,2020,2,233.86,4.550000000000011,1.984213510095509
"Mankato, MN",31860,2020,3,238.57,8.180000000000007,3.550501323842184
"Mankato, MN",31860,2020,4,243.06,11.810000000000002,5.107027027027028
"Mansfield, OH",31900,2020,1,170.24,10.680000000000007,6.69340686888945
"Mansfield, OH",31900,2020,2,171.67,12.289999999999992,7.711130631195879
"Mansfield, OH",31900,2020,3,175.17,10.039999999999992,6.0800581360140455
"Mansfield, OH",31900,2020,4,180.79,10.329999999999984,6.0600727443388385
"McAllen-Edinburg-Mission, TX",32580,2020,1,180.99,6.340000000000003,3.630117377612369
"McAllen-Edinburg-Mission, TX",32580,2020,2,183.49,8.960000000000008,5.133787887469207
"McAllen-Edinburg-Mission, TX",32580,2020,3,185.4,7.569999999999993,4.256874543102959
"McAllen-Edinburg-Mission, TX",32580,2020,4,187.57,7.039999999999992,3.899628870547827
"Medford, OR",32780,2020,1,284.26,11.779999999999973,4.323253082795057
"Medford, OR",32780,2020,2,288.47,12.860000000000014,4.6660135698995004
"Medford, OR",32780,2020,3,291.92,13.009999999999991,4.664587142805919
"Medford, OR",32780,2020,4,300.45,19.879999999999995,7.085575792137433
"Memphis, TN-MS-AR",32820,2020,1,187.21,11.830000000000013,6.745352947884601
"Memphis, TN-MS-AR",32820,2020,2,189.01,9.73999999999998,5.433145534668366
"Memphis, TN-MS-AR",32820,2020,3,194.09,11.77000000000001,6.455682316805622
"Memphis, TN-MS-AR",32820,2020,4,197.62,12.830000000000013,6.943016396991187
"Merced, CA",32900,2020,1,251.08,9.850000000000023,4.083240061352246
"Merced, CA",32900,2020,2,253.42,8.589999999999975,3.508556957889137
"Merced, CA",32900,2020,3,257.54,10.490000000000009,4.2461040275247965
"Merced, CA",32900,2020,4,265.97,14.700000000000017,5.850280574680629
"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2020,1,353.38,20.99000000000001,6.314871085171037
"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2020,2,355.36,18.379999999999995,5.454329633806159
"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2020,3,361.49,17.5,5.087357190616006
"Miami-Miami Beach-Kendall, FL (MSAD)",33124,2020,4,368.09,21.879999999999995,6.3198636665607575
"Michigan City-La Porte, IN",33140,2020,1,197.14,10.799999999999983,5.795857035526448
"Michigan City-La Porte, IN",33140,2020,2,198.51,8.75,4.611087689713322
"Michigan City-La Porte, IN",33140,2020,3,200.63,11.419999999999987,6.03562179588816
"Michigan City-La Porte, IN",33140,2020,4,205.87,11.890000000000015,6.1294978863800464
"Midland, MI",33220,2020,1,163.65,4.050000000000011,2.537593984962413
"Midland, MI",33220,2020,2,167.11,5.02000000000001,3.0970448516256464
"Midland, MI",33220,2020,3,170.16,4.349999999999994,2.6234847114166784
"Midland, MI",33220,2020,4,175.4,9.75,5.8859040144883785
"Midland, TX",33260,2020,1,380.6,12.420000000000016,3.373349991851816
"Midland, TX",33260,2020,2,382.72,6.2900000000000205,1.6709614005259994
"Midland, TX",33260,2020,3,380.53,0.6199999999999477,0.16319654655048504
"Midland, TX",33260,2020,4,379.61,-2.2799999999999727,-0.5970305585377917
"Milwaukee-Waukesha, WI",33340,2020,1,207.73,8.70999999999998,4.376444578434318
"Milwaukee-Waukesha, WI",33340,2020,2,209.34,6.689999999999998,3.3012583271650615
"Milwaukee-Waukesha, WI",33340,2020,3,213.78,8.849999999999994,4.318547796808663
"Milwaukee-Waukesha, WI",33340,2020,4,217.18,11.230000000000018,5.4527798009225625
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,1,258.93,11.490000000000009,4.643549951503399
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,2,261.11,8.900000000000006,3.52880536061219
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,3,266.96,11.859999999999985,4.64915719325754
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2020,4,271.13,14.620000000000005,5.69958286226658
"Missoula, MT",33540,2020,1,300.09,22.339999999999975,8.043204320432034
"Missoula, MT",33540,2020,2,303.33,13.269999999999982,4.574915534716949
"Missoula, MT",33540,2020,3,310.69,18.94999999999999,6.495509700418177
"Missoula, MT",33540,2020,4,324.56,27.970000000000027,9.430526990121052
"Mobile, AL",33660,2020,1,196.97,10.419999999999987,5.5856338783167985
"Mobile, AL",33660,2020,2,200.2,8.259999999999991,4.303428154631652
"Mobile, AL",33660,2020,3,205.8,13.560000000000002,7.053682896379526
"Mobile, AL",33660,2020,4,208.76,11.049999999999983,5.588993981083396
"Modesto, CA",33700,2020,1,270.15,11.759999999999991,4.551259723673513
"Modesto, CA",33700,2020,2,273.9,13.139999999999986,5.039116428900133
"Modesto, CA",33700,2020,3,280.32,15.339999999999975,5.789116159710157
"Modesto, CA",33700,2020,4,288.69,22.46999999999997,8.440387649312587
"Monroe, LA",33740,2020,1,212.11,2.890000000000015,1.3813210974094325
"Monroe, LA",33740,2020,2,214.42,5.189999999999998,2.4805238254552395
"Monroe, LA",33740,2020,3,216.72,8.400000000000006,4.032258064516132
"Monroe, LA",33740,2020,4,217.82,4.439999999999998,2.080794826131783
"Monroe, MI",33780,2020,1,182.24,10.570000000000022,6.157161996854443
"Monroe, MI",33780,2020,2,182.17,5.97999999999999,3.3940632271979054
"Monroe, MI",33780,2020,3,186.31,7.199999999999989,4.019876053821667
"Monroe, MI",33780,2020,4,193.04,13.45999999999998,7.495266733489241
"Montgomery, AL",33860,2020,1,153.48,4.969999999999999,3.3465759881489454
"Montgomery, AL",33860,2020,2,155.87,6.400000000000006,4.281795678062491
"Montgomery, AL",33860,2020,3,157.76,6.989999999999981,4.636200835710009
"Montgomery, AL",33860,2020,4,159.45,7.739999999999981,5.1018390350009755
"Montgomery County-Bucks County-Chester County, PA (MSAD)",33874,2020,1,227.77,10.530000000000001,4.847173632848463
"Montgomery County-Bucks County-Chester County, PA (MSAD)",33874,2020,2,229.47,8.0,3.612227389714182
"Montgomery County-Bucks County-Chester County, PA (MSAD)",33874,2020,3,234.37,10.340000000000003,4.615453287506139
"Montgomery County-Bucks County-Chester County, PA (MSAD)",33874,2020,4,238.37,12.550000000000011,5.557523691435662
"Morgantown, WV",34060,2020,1,219.02,1.8100000000000023,0.8332949680033157
"Morgantown, WV",34060,2020,2,221.88,5.019999999999982,2.31485751175873
"Morgantown, WV",34060,2020,3,228.13,4.299999999999983,1.9211008354554717
"Morgantown, WV",34060,2020,4,223.68,1.5600000000000023,0.7023230686115624
"Morristown, TN",34100,2020,1,214.72,13.0,6.44457664088836
"Morristown, TN",34100,2020,2,214.96,11.379999999999995,5.589940072698691
"Morristown, TN",34100,2020,3,220.44,11.990000000000009,5.751978891820586
"Morristown, TN",34100,2020,4,230.17,17.849999999999994,8.407121326299922
"Mount Vernon-Anacortes, WA",34580,2020,1,286.41,19.900000000000034,7.466886795992658
"Mount Vernon-Anacortes, WA",34580,2020,2,291.53,17.189999999999998,6.265947364584093
"Mount Vernon-Anacortes, WA",34580,2020,3,297.34,17.69999999999999,6.329566585610066
"Mount Vernon-Anacortes, WA",34580,2020,4,305.37,25.44999999999999,9.091883395255783
"Muncie, IN",34620,2020,1,166.65,8.650000000000006,5.474683544303801
"Muncie, IN",34620,2020,2,170.31,7.990000000000009,4.922375554460331
"Muncie, IN",34620,2020,3,173.93,12.54000000000002,7.7699981411487835
"Muncie, IN",34620,2020,4,178.79,12.659999999999997,7.6205381327875745
"Muskegon, MI",34740,2020,1,212.08,13.54000000000002,6.819784426312089
"Muskegon, MI",34740,2020,2,212.72,8.280000000000001,4.050088045392291
"Muskegon, MI",34740,2020,3,221.03,13.759999999999991,6.638683842331254
"Muskegon, MI",34740,2020,4,226.45,17.69999999999999,8.47904191616766
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2020,1,240.37,18.210000000000008,8.196795102628741
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2020,2,239.61,9.51000000000002,4.132985658409396
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2020,3,244.92,13.449999999999989,5.8106882101352175
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2020,4,251.73,16.619999999999976,7.069031517162169
"Napa, CA",34900,2020,1,348.1,10.410000000000025,3.0827089934555434
"Napa, CA",34900,2020,2,347.93,7.400000000000034,2.1730831351129227
"Napa, CA",34900,2020,3,352.07,10.279999999999973,3.007694783346491
"Napa, CA",34900,2020,4,357.85,13.210000000000036,3.832985143918302
"Naples-Marco Island, FL",34940,2020,1,323.44,12.269999999999982,3.9431821833724268
"Naples-Marco Island, FL",34940,2020,2,320.7,11.479999999999961,3.7125671043270034
"Naples-Marco Island, FL",34940,2020,3,325.69,14.240000000000009,4.572162465885378
"Naples-Marco Island, FL",34940,2020,4,333.97,14.650000000000034,4.587874232744593
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,1,291.08,16.329999999999984,5.943585077343033
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,2,293.45,14.25,5.103868194842407
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,3,299.88,16.75999999999999,5.919751342187055
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2020,4,305.51,19.889999999999986,6.963798053357603
"Nassau County-Suffolk County, NY (MSAD)",35004,2020,1,316.0,17.730000000000018,5.944278673684923
"Nassau County-Suffolk County, NY (MSAD)",35004,2020,2,318.36,14.439999999999998,4.751250329033955
"Nassau County-Suffolk County, NY (MSAD)",35004,2020,3,322.33,14.25,4.625421968319917
"Nassau County-Suffolk County, NY (MSAD)",35004,2020,4,328.72,16.170000000000016,5.1735722284434535
"Newark, NJ-PA (MSAD)",35084,2020,1,238.7,9.70999999999998,4.2403598410410845
"Newark, NJ-PA (MSAD)",35084,2020,2,239.78,7.27000000000001,3.126747236677997
"Newark, NJ-PA (MSAD)",35084,2020,3,244.15,8.819999999999993,3.7479284409127573
"Newark, NJ-PA (MSAD)",35084,2020,4,248.73,12.299999999999983,5.202385484075617
"New Bern, NC",35100,2020,1,184.24,10.75,6.196322554614098
"New Bern, NC",35100,2020,2,183.75,11.650000000000006,6.76932016269611
"New Bern, NC",35100,2020,3,185.67,2.609999999999985,1.4257620452310638
"New Bern, NC",35100,2020,4,195.72,17.340000000000003,9.720820719811641
"New Brunswick-Lakewood, NJ (MSAD)",35154,2020,1,257.5,10.340000000000003,4.183524842207478
"New Brunswick-Lakewood, NJ (MSAD)",35154,2020,2,259.51,9.179999999999978,3.667159349658442
"New Brunswick-Lakewood, NJ (MSAD)",35154,2020,3,263.9,9.72999999999999,3.8281465161112602
"New Brunswick-Lakewood, NJ (MSAD)",35154,2020,4,270.05,14.25,5.570758405003909
"New Haven-Milford, CT",35300,2020,1,189.67,6.489999999999981,3.542963205590119
"New Haven-Milford, CT",35300,2020,2,191.86,5.8300000000000125,3.1339031339031402
"New Haven-Milford, CT",35300,2020,3,197.03,8.610000000000014,4.569578600997779
"New Haven-Milford, CT",35300,2020,4,202.54,12.859999999999985,6.779839730071692
"New Orleans-Metairie, LA",35380,2020,1,249.52,11.090000000000003,4.651260327978863
"New Orleans-Metairie, LA",35380,2020,2,251.78,10.539999999999992,4.369093019399765
"New Orleans-Metairie, LA",35380,2020,3,254.5,11.099999999999994,4.560394412489726
"New Orleans-Metairie, LA",35380,2020,4,259.81,13.25,5.373945489941597
"New York-Jersey City-White Plains, NY-NJ (MSAD)",35614,2020,1,293.38,11.680000000000007,4.146254881079165
"New York-Jersey City-White Plains, NY-NJ (MSAD)",35614,2020,2,293.59,8.659999999999968,3.039342996525451
"New York-Jersey City-White Plains, NY-NJ (MSAD)",35614,2020,3,297.87,9.259999999999991,3.208482034579533
"New York-Jersey City-White Plains, NY-NJ (MSAD)",35614,2020,4,302.35,11.379999999999995,3.9110561226243235
"Niles, MI",35660,2020,1,212.72,13.710000000000008,6.889101050198487
"Niles, MI",35660,2020,2,211.1,7.329999999999984,3.5971929135790273
"Niles, MI",35660,2020,3,217.51,10.47999999999999,5.062068299280292
"Niles, MI",35660,2020,4,222.78,15.330000000000013,7.38973246565438
"North Port-Sarasota-Bradenton, FL",35840,2020,1,298.25,14.899999999999977,5.258514205046754
"North Port-Sarasota-Bradenton, FL",35840,2020,2,301.35,15.129999999999995,5.286143525959051
"North Port-Sarasota-Bradenton, FL",35840,2020,3,305.34,14.109999999999957,4.8449678947910435
"North Port-Sarasota-Bradenton, FL",35840,2020,4,312.55,21.110000000000014,7.24334339829811
"Norwich-New London, CT",35980,2020,1,201.32,13.049999999999983,6.931534498326862
"Norwich-New London, CT",35980,2020,2,201.4,8.140000000000015,4.211942460933465
"Norwich-New London, CT",35980,2020,3,205.34,9.890000000000015,5.06011767715529
"Norwich-New London, CT",35980,2020,4,210.68,13.129999999999995,6.646418628195391
"Oakland-Berkeley-Livermore, CA (MSAD)",36084,2020,1,377.71,7.159999999999968,1.9322628525165209
"Oakland-Berkeley-Livermore, CA (MSAD)",36084,2020,2,378.72,6.07000000000005,1.628874278813914
"Oakland-Berkeley-Livermore, CA (MSAD)",36084,2020,3,381.76,6.439999999999998,1.7158691250133213
"Oakland-Berkeley-Livermore, CA (MSAD)",36084,2020,4,388.0,11.910000000000025,3.1667951820043143
"Ocala, FL",36100,2020,1,232.58,16.54000000000002,7.655989631549723
"Ocala, FL",36100,2020,2,234.37,12.409999999999997,5.591097495044151
"Ocala, FL",36100,2020,3,242.35,16.319999999999993,7.220280493739765
"Ocala, FL",36100,2020,4,245.15,18.01000000000002,7.929030553843454
"Ocean City, NJ",36140,2020,1,311.63,20.379999999999995,6.997424892703862
"Ocean City, NJ",36140,2020,2,319.59,20.779999999999973,6.9542518657340695
"Ocean City, NJ",36140,2020,3,322.61,15.370000000000005,5.002603827626612
"Ocean City, NJ",36140,2020,4,331.04,22.379999999999995,7.250696559320933
"Odessa, TX",36220,2020,1,329.15,23.25,7.600523046747304
"Odessa, TX",36220,2020,2,324.13,8.649999999999977,2.74185368327627
"Odessa, TX",36220,2020,3,327.95,8.979999999999961,2.8153117848073363
"Odessa, TX",36220,2020,4,328.54,6.78000000000003,2.107160616608662
"Ogden-Clearfield, UT",36260,2020,1,272.35,17.99000000000001,7.07265293285108
"Ogden-Clearfield, UT",36260,2020,2,277.47,17.130000000000052,6.579857109933185
"Ogden-Clearfield, UT",36260,2020,3,284.63,20.310000000000002,7.683868038740921
"Ogden-Clearfield, UT",36260,2020,4,295.2,26.120000000000005,9.707150289876619
"Oklahoma City, OK",36420,2020,1,231.15,10.969999999999999,4.982287219547643
"Oklahoma City, OK",36420,2020,2,233.21,11.860000000000014,5.3580302688050665
"Oklahoma City, OK",36420,2020,3,237.52,10.480000000000018,4.615926708949973
"Oklahoma City, OK",36420,2020,4,240.07,11.939999999999998,5.2338578880462885
"Olympia-Lacey-Tumwater, WA",36500,2020,1,266.46,19.129999999999967,7.73460558767637
"Olympia-Lacey-Tumwater, WA",36500,2020,2,272.33,19.19999999999999,7.585035357326271
"Olympia-Lacey-Tumwater, WA",36500,2020,3,280.33,23.129999999999995,8.993001555209952
"Olympia-Lacey-Tumwater, WA",36500,2020,4,286.7,23.839999999999975,9.069466636232205
"Omaha-Council Bluffs, NE-IA",36540,2020,1,220.68,12.04000000000002,5.7707055214724035
"Omaha-Council Bluffs, NE-IA",36540,2020,2,222.45,7.769999999999982,3.6193404136388962
"Omaha-Council Bluffs, NE-IA",36540,2020,3,226.48,10.699999999999989,4.95875428677356
"Omaha-Council Bluffs, NE-IA",36540,2020,4,230.37,12.509999999999991,5.742219774166892
"Orlando-Kissimmee-Sanford, FL",36740,2020,1,278.0,16.30000000000001,6.228505922812385
"Orlando-Kissimmee-Sanford, FL",36740,2020,2,278.95,13.659999999999968,5.149082136529823
"Orlando-Kissimmee-Sanford, FL",36740,2020,3,284.98,14.28000000000003,5.27521241226451
"Orlando-Kissimmee-Sanford, FL",36740,2020,4,290.19,17.360000000000014,6.362936627203758
"Oshkosh-Neenah, WI",36780,2020,1,193.59,9.560000000000002,5.194805194805196
"Oshkosh-Neenah, WI",36780,2020,2,194.06,7.310000000000002,3.9143239625167343
"Oshkosh-Neenah, WI",36780,2020,3,198.58,7.670000000000016,4.017599916190884
"Oshkosh-Neenah, WI",36780,2020,4,203.85,11.5,5.978684689368339
"Owensboro, KY",36980,2020,1,197.27,2.5100000000000193,1.2887656602998663
"Owensboro, KY",36980,2020,2,204.59,12.72999999999999,6.635046387991237
"Owensboro, KY",36980,2020,3,206.57,10.849999999999994,5.54363376251788
"Owensboro, KY",36980,2020,4,207.81,12.460000000000008,6.378295367289484
"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,1,320.52,9.259999999999991,2.975004819122274
"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,2,322.45,9.430000000000007,3.0125870551402487
"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,3,327.02,10.039999999999964,3.1673922644961707
"Oxnard-Thousand Oaks-Ventura, CA",37100,2020,4,333.03,15.589999999999975,4.911164314516121
"Palm Bay-Melbourne-Titusville, FL",37340,2020,1,279.51,19.19999999999999,7.375821136337439
"Palm Bay-Melbourne-Titusville, FL",37340,2020,2,281.98,17.27000000000004,6.524120735899679
"Palm Bay-Melbourne-Titusville, FL",37340,2020,3,286.23,16.79000000000002,6.2314429928741175
"Palm Bay-Melbourne-Titusville, FL",37340,2020,4,293.53,21.22999999999996,7.796547925082615
"Panama City, FL",37460,2020,1,268.6,16.700000000000017,6.629614926558165
"Panama City, FL",37460,2020,2,274.42,21.940000000000026,8.68979721166034
"Panama City, FL",37460,2020,3,274.67,18.150000000000034,7.075471698113221
"Panama City, FL",37460,2020,4,281.27,17.879999999999995,6.788412620069098
"Parkersburg-Vienna, WV",37620,2020,1,193.23,13.149999999999977,7.302310084406917
"Parkersburg-Vienna, WV",37620,2020,2,189.14,7.929999999999978,4.376138182219512
"Parkersburg-Vienna, WV",37620,2020,3,200.46,11.189999999999998,5.912188936440005
"Parkersburg-Vienna, WV",37620,2020,4,199.41,9.27000000000001,4.87535500157779
"Pensacola-Ferry Pass-Brent, FL",37860,2020,1,253.65,19.039999999999992,8.115596095648094
"Pensacola-Ferry Pass-Brent, FL",37860,2020,2,255.03,14.680000000000007,6.107759517370504
"Pensacola-Ferry Pass-Brent, FL",37860,2020,3,261.74,16.909999999999997,6.906833312910998
"Pensacola-Ferry Pass-Brent, FL",37860,2020,4,270.95,22.28,8.959665420034584
"Peoria, IL",37900,2020,1,171.79,4.340000000000003,2.591818453269635
"Peoria, IL",37900,2020,2,172.73,5.149999999999977,3.073159088196668
"Peoria, IL",37900,2020,3,174.54,5.429999999999978,3.2109277984743527
"Peoria, IL",37900,2020,4,176.05,5.130000000000024,3.0014041656915658
"Philadelphia, PA (MSAD)",37964,2020,1,284.3,15.75,5.864829640662818
"Philadelphia, PA (MSAD)",37964,2020,2,287.08,13.029999999999973,4.75460682357233
"Philadelphia, PA (MSAD)",37964,2020,3,293.91,15.53000000000003,5.578705366764865
"Philadelphia, PA (MSAD)",37964,2020,4,298.33,16.629999999999995,5.9034433794817165
"Phoenix-Mesa-Chandler, AZ",38060,2020,1,310.47,21.670000000000016,7.5034626038781225
"Phoenix-Mesa-Chandler, AZ",38060,2020,2,316.28,21.849999999999966,7.421118771864268
"Phoenix-Mesa-Chandler, AZ",38060,2020,3,323.87,25.319999999999993,8.48099145871713
